move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBB.BBB/.......B.../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,1,2,,,,BBBBBBB.BBB/.......B.../.........../.........../.........../...DDCDD.../...........,BBBBBBB.BBB/.......B.../.D........./.........../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBBBBB.BBB/.......B.../.D........./.........../.........../...D.CDD.../...........,B.BBBBB.BBB/.B.....B.../.D........./.........../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,8,5,,,,B.BBBBB.BBB/.B.....B.../.D........./.........../.........../...D.CDD.../...........,B.BBBBB.BBB/.B.....B.../.D........./.........../.........../...D.CD.D../...........
5,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,B.BBBBB.BBB/.B.....B.../.D........./.........../.........../...D.CD.D../...........,B.B.BBB.BBB/.B.B...B.../.D........./.........../.........../...D.CD.D../...........
6,Player.HUNTERS,PieceType.DOG,8,5,7,4,,,,B.B.BBB.BBB/.B.B...B.../.D........./.........../.........../...D.CD.D../...........,B.B.BBB.BBB/.B.B...B.../.D........./.........../.......D.../...D.CD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,B.B.BBB.BBB/.B.B...B.../.D........./.........../.......D.../...D.CD..../...........,B.B.BB..BBB/.B.B..BB.../.D........./.........../.......D.../...D.CD..../...........
8,Player.HUNTERS,PieceType.CHIEF,5,5,5,4,,,,B.B.BB..BBB/.B.B..BB.../.D........./.........../.......D.../...D.CD..../...........,B.B.BB..BBB/.B.B..BB.../.D........./.........../.....C.D.../...D..D..../...........
9,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.B.BB..BBB/.B.B..BB.../.D........./.........../.....C.D.../...D..D..../...........,..B.BB..BBB/BB.B..BB.../.D........./.........../.....C.D.../...D..D..../...........
10,Player.HUNTERS,PieceType.DOG,3,5,4,5,,,,..B.BB..BBB/BB.B..BB.../.D........./.........../.....C.D.../...D..D..../...........,..B.BB..BBB/BB.B..BB.../.D........./.........../.....C.D.../....D.D..../...........
11,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,..B.BB..BBB/BB.B..BB.../.D........./.........../.....C.D.../....D.D..../...........,..B.BB..BBB/BB.B..B..../.D.....B.../.........../.....C.D.../....D.D..../...........
