move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,9,3,,,,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........D./.........../...DDCD..../...........
3,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,BBBBBBBBBB./..........B/.........../.........D./.........../...DDCD..../...........,BBBBBBBBBB./.........../..........B/.........D./.........../...DDCD..../...........
4,Player.HUNTERS,PieceType.DOG,4,5,1,2,,,,BBBBBBBBBB./.........../..........B/.........D./.........../...DDCD..../...........,BBBBBBBBBB./.........../.D........B/.........D./.........../...D.CD..../...........
5,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBB./.........../.D........B/.........D./.........../...D.CD..../...........,.BBBBBBBBB./B........../.D........B/.........D./.........../...D.CD..../...........
6,Player.HUNTERS,PieceType.DOG,9,3,5,3,,,,.BBBBBBBBB./B........../.D........B/.........D./.........../...D.CD..../...........,.BBBBBBBBB./B........../.D........B/.....D...../.........../...D.CD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,.BBBBBBBBB./B........../.D........B/.....D...../.........../...D.CD..../...........,.BBBBBBBB../B........B./.D........B/.....D...../.........../...D.CD..../...........
8,Player.HUNTERS,PieceType.DOG,6,5,7,4,,,,.BBBBBBBB../B........B./.D........B/.....D...../.........../...D.CD..../...........,.BBBBBBBB../B........B./.D........B/.....D...../.......D.../...D.C...../...........
9,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,.BBBBBBBB../B........B./.D........B/.....D...../.......D.../...D.C...../...........,.B.BBBBBB../B.B......B./.D........B/.....D...../.......D.../...D.C...../...........
10,Player.HUNTERS,PieceType.DOG,3,5,4,5,,,,.B.BBBBBB../B.B......B./.D........B/.....D...../.......D.../...D.C...../...........,.B.BBBBBB../B.B......B./.D........B/.....D...../.......D.../....DC...../...........
11,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.B.BBBBBB../B.B......B./.D........B/.....D...../.......D.../....DC...../...........,.B.BBBB.B../B.B....B.B./.D........B/.....D...../.......D.../....DC...../...........
12,Player.HUNTERS,PieceType.DOG,1,2,1,3,,,,.B.BBBB.B../B.B....B.B./.D........B/.....D...../.......D.../....DC...../...........,.B.BBBB.B../B.B....B.B./..........B/.D...D...../.......D.../....DC...../...........
13,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,.B.BBBB.B../B.B....B.B./..........B/.D...D...../.......D.../....DC...../...........,.B.BBB..B../B.B...BB.B./..........B/.D...D...../.......D.../....DC...../...........
14,Player.HUNTERS,PieceType.DOG,7,4,5,4,,,,.B.BBB..B../B.B...BB.B./..........B/.D...D...../.......D.../....DC...../...........,.B.BBB..B../B.B...BB.B./..........B/.D...D...../.....D...../....DC...../...........
15,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.B.BBB..B../B.B...BB.B./..........B/.D...D...../.....D...../....DC...../...........,.B.BBB..B../..B...BB.B./B.........B/.D...D...../.....D...../....DC...../...........
16,Player.HUNTERS,PieceType.DOG,5,3,7,3,,,,.B.BBB..B../..B...BB.B./B.........B/.D...D...../.....D...../....DC...../...........,.B.BBB..B../..B...BB.B./B.........B/.D.....D.../.....D...../....DC...../...........
