move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../..D......../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBB.BB/........B../.........../..D......../.........../...D.CDD.../...........,.BBBBBBB.BB/B.......B../.........../..D......../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.CHIEF,5,5,6,4,,,,.BBBBBBB.BB/B.......B../.........../..D......../.........../...D.CDD.../...........,.BBBBBBB.BB/B.......B../.........../..D......../......C..../...D..DD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.BBBBBBB.BB/B.......B../.........../..D......../......C..../...D..DD.../...........,.BBBBBBB.BB/........B../B........../..D......../......C..../...D..DD.../...........
6,Player.HUNTERS,PieceType.DOG,2,3,2,2,,,,.BBBBBBB.BB/........B../B........../..D......../......C..../...D..DD.../...........,.BBBBBBB.BB/........B../B.D......../.........../......C..../...D..DD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,.BBBBBBB.BB/........B../B.D......../.........../......C..../...D..DD.../...........,.BBB.BBB.BB/....B...B../B.D......../.........../......C..../...D..DD.../...........
8,Player.HUNTERS,PieceType.DOG,2,2,2,1,,,,.BBB.BBB.BB/....B...B../B.D......../.........../......C..../...D..DD.../...........,.BBB.BBB.BB/..D.B...B../B........../.........../......C..../...D..DD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,.BBB.BBB.BB/..D.B...B../B........../.........../......C..../...D..DD.../...........,.BBB.B.B.BB/..D.B.B.B../B........../.........../......C..../...D..DD.../...........
10,Player.HUNTERS,PieceType.DOG,6,5,5,4,,,,.BBB.B.B.BB/..D.B.B.B../B........../.........../......C..../...D..DD.../...........,.BBB.B.B.BB/..D.B.B.B../B........../.........../.....DC..../...D...D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,.BBB.B.B.BB/..D.B.B.B../B........../.........../.....DC..../...D...D.../...........,.BBB.B.B.B./..D.B.B.B.B/B........../.........../.....DC..../...D...D.../...........
12,Player.HUNTERS,PieceType.DOG,2,1,0,1,,,,.BBB.B.B.B./..D.B.B.B.B/B........../.........../.....DC..../...D...D.../...........,.BBB.B.B.B./D...B.B.B.B/B........../.........../.....DC..../...D...D.../...........
13,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.BBB.B.B.B./D...B.B.B.B/B........../.........../.....DC..../...D...D.../...........,..BB.B.B.B./DB..B.B.B.B/B........../.........../.....DC..../...D...D.../...........
14,Player.HUNTERS,PieceType.CHIEF,6,4,6,3,,,,..BB.B.B.B./DB..B.B.B.B/B........../.........../.....DC..../...D...D.../...........,..BB.B.B.B./DB..B.B.B.B/B........../......C..../.....D...../...D...D.../...........
15,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,..BB.B.B.B./DB..B.B.B.B/B........../......C..../.....D...../...D...D.../...........,..BB.B.B.../DB..B.B.BBB/B........../......C..../.....D...../...D...D.../...........
16,Player.HUNTERS,PieceType.CHIEF,6,3,7,3,,,,..BB.B.B.../DB..B.B.BBB/B........../......C..../.....D...../...D...D.../...........,..BB.B.B.../DB..B.B.BBB/B........../.......C.../.....D...../...D...D.../...........
17,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,..BB.B.B.../DB..B.B.BBB/B........../.......C.../.....D...../...D...D.../...........,..B..B.B.../DB.BB.B.BBB/B........../.......C.../.....D...../...D...D.../...........
18,Player.HUNTERS,PieceType.DOG,0,1,2,3,,,,..B..B.B.../DB.BB.B.BBB/B........../.......C.../.....D...../...D...D.../...........,..B..B.B.../.B.BB.B.BBB/B........../..D....C.../.....D...../...D...D.../...........
19,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,..B..B.B.../.B.BB.B.BBB/B........../..D....C.../.....D...../...D...D.../...........,..B..B.B.../.B.BB...BBB/B.....B..../..D....C.../.....D...../...D...D.../...........
20,Player.HUNTERS,PieceType.CHIEF,7,3,7,4,,,,..B..B.B.../.B.BB...BBB/B.....B..../..D....C.../.....D...../...D...D.../...........,..B..B.B.../.B.BB...BBB/B.....B..../..D......../.....D.C.../...D...D.../...........
21,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,..B..B.B.../.B.BB...BBB/B.....B..../..D......../.....D.C.../...D...D.../...........,.....B.B.../.BBBB...BBB/B.....B..../..D......../.....D.C.../...D...D.../...........
22,Player.HUNTERS,PieceType.DOG,5,4,6,4,,,,.....B.B.../.BBBB...BBB/B.....B..../..D......../.....D.C.../...D...D.../...........,.....B.B.../.BBBB...BBB/B.....B..../..D......../......DC.../...D...D.../...........
23,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,.....B.B.../.BBBB...BBB/B.....B..../..D......../......DC.../...D...D.../...........,.....B.B.../.BBBB....BB/B.....B.B../..D......../......DC.../...D...D.../...........
24,Player.HUNTERS,PieceType.DOG,2,3,7,3,,,,.....B.B.../.BBBB....BB/B.....B.B../..D......../......DC.../...D...D.../...........,.....B.B.../.BBBB....BB/B.....B.B../.......D.../......DC.../...D...D.../...........
25,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,.....B.B.../.BBBB....BB/B.....B.B../.......D.../......DC.../...D...D.../...........,.....B.B.../.B.BB....BB/B.B...B.B../.......D.../......DC.../...D...D.../...........
26,Player.HUNTERS,PieceType.DOG,3,5,1,3,,,,.....B.B.../.B.BB....BB/B.B...B.B../.......D.../......DC.../...D...D.../...........,.....B.B.../.B.BB....BB/B.B...B.B../.D.....D.../......DC.../.......D.../...........
27,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,.....B.B.../.B.BB....BB/B.B...B.B../.D.....D.../......DC.../.......D.../...........,.....B.B.../.B.B.....BB/B.B.B.B.B../.D.....D.../......DC.../.......D.../...........
28,Player.HUNTERS,PieceType.DOG,7,5,8,5,,,,.....B.B.../.B.B.....BB/B.B.B.B.B../.D.....D.../......DC.../.......D.../...........,.....B.B.../.B.B.....BB/B.B.B.B.B../.D.....D.../......DC.../........D../...........
29,Player.BUFFALO,PieceType.BUFFALO,0,2,0,3,,,,.....B.B.../.B.B.....BB/B.B.B.B.B../.D.....D.../......DC.../........D../...........,.....B.B.../.B.B.....BB/..B.B.B.B../BD.....D.../......DC.../........D../...........
30,Player.HUNTERS,PieceType.DOG,8,5,2,5,,,,.....B.B.../.B.B.....BB/..B.B.B.B../BD.....D.../......DC.../........D../...........,.....B.B.../.B.B.....BB/..B.B.B.B../BD.....D.../......DC.../..D......../...........
31,Player.BUFFALO,PieceType.BUFFALO,0,3,0,4,,,,.....B.B.../.B.B.....BB/..B.B.B.B../BD.....D.../......DC.../..D......../...........,.....B.B.../.B.B.....BB/..B.B.B.B../.D.....D.../B.....DC.../..D......../...........
32,Player.HUNTERS,PieceType.DOG,2,5,5,5,,,,.....B.B.../.B.B.....BB/..B.B.B.B../.D.....D.../B.....DC.../..D......../...........,.....B.B.../.B.B.....BB/..B.B.B.B../.D.....D.../B.....DC.../.....D...../...........
33,Player.BUFFALO,PieceType.BUFFALO,6,2,6,3,,,,.....B.B.../.B.B.....BB/..B.B.B.B../.D.....D.../B.....DC.../.....D...../...........,.....B.B.../.B.B.....BB/..B.B...B../.D....BD.../B.....DC.../.....D...../...........
34,Player.HUNTERS,PieceType.DOG,5,5,2,5,,,,.....B.B.../.B.B.....BB/..B.B...B../.D....BD.../B.....DC.../.....D...../...........,.....B.B.../.B.B.....BB/..B.B...B../.D....BD.../B.....DC.../..D......../...........
35,Player.BUFFALO,PieceType.BUFFALO,4,2,4,3,,,,.....B.B.../.B.B.....BB/..B.B...B../.D....BD.../B.....DC.../..D......../...........,.....B.B.../.B.B.....BB/..B.....B../.D..B.BD.../B.....DC.../..D......../...........
36,Player.HUNTERS,PieceType.CHIEF,7,4,6,3,"Piece(type=<PieceType.BUFFALO: 'B'>, player=<Player.BUFFALO: 0>)",,,.....B.B.../.B.B.....BB/..B.....B../.D..B.BD.../B.....DC.../..D......../...........,.....B.B.../.B.B.....BB/..B.....B../.D..B.CD.../B.....D..../..D......../...........
37,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,.....B.B.../.B.B.....BB/..B.....B../.D..B.CD.../B.....D..../..D......../...........,.....B.B.../.B.B.....B./..B.....B.B/.D..B.CD.../B.....D..../..D......../...........
38,Player.HUNTERS,PieceType.DOG,1,3,1,4,,,,.....B.B.../.B.B.....B./..B.....B.B/.D..B.CD.../B.....D..../..D......../...........,.....B.B.../.B.B.....B./..B.....B.B/....B.CD.../BD....D..../..D......../...........
39,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,.....B.B.../.B.B.....B./..B.....B.B/....B.CD.../BD....D..../..D......../...........,.......B.../.B.B.B...B./..B.....B.B/....B.CD.../BD....D..../..D......../...........
40,Player.HUNTERS,PieceType.CHIEF,6,3,6,2,,,,.......B.../.B.B.B...B./..B.....B.B/....B.CD.../BD....D..../..D......../...........,.......B.../.B.B.B...B./..B...C.B.B/....B..D.../BD....D..../..D......../...........
41,Player.BUFFALO,PieceType.BUFFALO,3,1,3,2,,,,.......B.../.B.B.B...B./..B...C.B.B/....B..D.../BD....D..../..D......../...........,.......B.../.B...B...B./..BB..C.B.B/....B..D.../BD....D..../..D......../...........
42,Player.HUNTERS,PieceType.DOG,6,4,9,4,,,,.......B.../.B...B...B./..BB..C.B.B/....B..D.../BD....D..../..D......../...........,.......B.../.B...B...B./..BB..C.B.B/....B..D.../BD.......D./..D......../...........
43,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,.......B.../.B...B...B./..BB..C.B.B/....B..D.../BD.......D./..D......../...........,.......B.../.....B...B./.BBB..C.B.B/....B..D.../BD.......D./..D......../...........
44,Player.HUNTERS,PieceType.DOG,2,5,1,5,,,,.......B.../.....B...B./.BBB..C.B.B/....B..D.../BD.......D./..D......../...........,.......B.../.....B...B./.BBB..C.B.B/....B..D.../BD.......D./.D........./...........
45,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,.......B.../.....B...B./.BBB..C.B.B/....B..D.../BD.......D./.D........./...........,.......B.../.........B./.BBB.BC.B.B/....B..D.../BD.......D./.D........./...........
46,Player.HUNTERS,PieceType.DOG,1,5,0,5,,,,.......B.../.........B./.BBB.BC.B.B/....B..D.../BD.......D./.D........./...........,.......B.../.........B./.BBB.BC.B.B/....B..D.../BD.......D./D........../...........
47,Player.BUFFALO,PieceType.BUFFALO,4,3,4,4,,,,.......B.../.........B./.BBB.BC.B.B/....B..D.../BD.......D./D........../...........,.......B.../.........B./.BBB.BC.B.B/.......D.../BD..B....D./D........../...........
48,Player.HUNTERS,PieceType.DOG,0,5,8,5,,,,.......B.../.........B./.BBB.BC.B.B/.......D.../BD..B....D./D........../...........,.......B.../.........B./.BBB.BC.B.B/.......D.../BD..B....D./........D../...........
