move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCDD.../...........,BBBBBB.BBBB/......B..../.........../..D......../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBBBB.BBBB/......B..../.........../..D......../.........../...D.CDD.../...........,B.BBBB.BBBB/.B....B..../.........../..D......../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,2,3,10,3,,,,B.BBBB.BBBB/.B....B..../.........../..D......../.........../...D.CDD.../...........,B.BBBB.BBBB/.B....B..../.........../..........D/.........../...D.CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,B.BBBB.BBBB/.B....B..../.........../..........D/.........../...D.CDD.../...........,B.B.BB.BBBB/.B.B..B..../.........../..........D/.........../...D.CDD.../...........
6,Player.HUNTERS,PieceType.DOG,10,3,9,4,,,,B.B.BB.BBBB/.B.B..B..../.........../..........D/.........../...D.CDD.../...........,B.B.BB.BBBB/.B.B..B..../.........../.........../.........D./...D.CDD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,B.B.BB.BBBB/.B.B..B..../.........../.........../.........D./...D.CDD.../...........,B.B.B..BBBB/.B.B.BB..../.........../.........../.........D./...D.CDD.../...........
8,Player.HUNTERS,PieceType.DOG,3,5,0,2,,,,B.B.B..BBBB/.B.B.BB..../.........../.........../.........D./...D.CDD.../...........,B.B.B..BBBB/.B.B.BB..../D........../.........../.........D./.....CDD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,B.B.B..BBBB/.B.B.BB..../D........../.........../.........D./.....CDD.../...........,B.B.B..BBBB/.B.B..B..../D....B...../.........../.........D./.....CDD.../...........
10,Player.HUNTERS,PieceType.DOG,9,4,10,4,,,,B.B.B..BBBB/.B.B..B..../D....B...../.........../.........D./.....CDD.../...........,B.B.B..BBBB/.B.B..B..../D....B...../.........../..........D/.....CDD.../...........
11,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,B.B.B..BBBB/.B.B..B..../D....B...../.........../..........D/.....CDD.../...........,B.B.B..BB.B/.B.B..B..B./D....B...../.........../..........D/.....CDD.../...........
12,Player.HUNTERS,PieceType.DOG,10,4,8,4,,,,B.B.B..BB.B/.B.B..B..B./D....B...../.........../..........D/.....CDD.../...........,B.B.B..BB.B/.B.B..B..B./D....B...../.........../........D../.....CDD.../...........
13,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.B.B..BB.B/.B.B..B..B./D....B...../.........../........D../.....CDD.../...........,..B.B..BB.B/BB.B..B..B./D....B...../.........../........D../.....CDD.../...........
14,Player.HUNTERS,PieceType.DOG,0,2,1,3,,,,..B.B..BB.B/BB.B..B..B./D....B...../.........../........D../.....CDD.../...........,..B.B..BB.B/BB.B..B..B./.....B...../.D........./........D../.....CDD.../...........
15,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,..B.B..BB.B/BB.B..B..B./.....B...../.D........./........D../.....CDD.../...........,..B.B..BB../BB.B..B..BB/.....B...../.D........./........D../.....CDD.../...........
16,Player.HUNTERS,PieceType.DOG,7,5,7,3,,,,..B.B..BB../BB.B..B..BB/.....B...../.D........./........D../.....CDD.../...........,..B.B..BB../BB.B..B..BB/.....B...../.D.....D.../........D../.....CD..../...........
17,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,..B.B..BB../BB.B..B..BB/.....B...../.D.....D.../........D../.....CD..../...........,..B....BB../BB.BB.B..BB/.....B...../.D.....D.../........D../.....CD..../...........
18,Player.HUNTERS,PieceType.DOG,6,5,3,2,,,,..B....BB../BB.BB.B..BB/.....B...../.D.....D.../........D../.....CD..../...........,..B....BB../BB.BB.B..BB/...D.B...../.D.....D.../........D../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,..B....BB../BB.BB.B..BB/...D.B...../.D.....D.../........D../.....C...../...........,..B....BB../BB.BB.B..B./...D.B....B/.D.....D.../........D../.....C...../...........
