move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,5,4,,,,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.....D...../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,.BBBBBBBBBB/B........../.........../.........../.....D...../...DDC.D.../...........,.BBBBBBBBB./B.........B/.........../.........../.....D...../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,3,5,1,5,,,,.BBBBBBBBB./B.........B/.........../.........../.....D...../...DDC.D.../...........,.BBBBBBBBB./B.........B/.........../.........../.....D...../.D..DC.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,.BBBBBBBBB./B.........B/.........../.........../.....D...../.D..DC.D.../...........,.BBBBBBBBB./B........../..........B/.........../.....D...../.D..DC.D.../...........
6,Player.HUNTERS,PieceType.DOG,5,4,2,1,,,,.BBBBBBBBB./B........../..........B/.........../.....D...../.D..DC.D.../...........,.BBBBBBBBB./B.D......../..........B/.........../.........../.D..DC.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.BBBBBBBBB./B.D......../..........B/.........../.........../.D..DC.D.../...........,..BBBBBBBB./BBD......../..........B/.........../.........../.D..DC.D.../...........
8,Player.HUNTERS,PieceType.DOG,4,5,8,1,,,,..BBBBBBBB./BBD......../..........B/.........../.........../.D..DC.D.../...........,..BBBBBBBB./BBD.....D../..........B/.........../.........../.D...C.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,10,2,10,3,,,,..BBBBBBBB./BBD.....D../..........B/.........../.........../.D...C.D.../...........,..BBBBBBBB./BBD.....D../.........../..........B/.........../.D...C.D.../...........
10,Player.HUNTERS,PieceType.DOG,8,1,8,4,,,,..BBBBBBBB./BBD.....D../.........../..........B/.........../.D...C.D.../...........,..BBBBBBBB./BBD......../.........../..........B/........D../.D...C.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,..BBBBBBBB./BBD......../.........../..........B/........D../.D...C.D.../...........,..BBBBBBB../BBD......B./.........../..........B/........D../.D...C.D.../...........
12,Player.HUNTERS,PieceType.DOG,8,4,9,4,,,,..BBBBBBB../BBD......B./.........../..........B/........D../.D...C.D.../...........,..BBBBBBB../BBD......B./.........../..........B/.........D./.D...C.D.../...........
13,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,..BBBBBBB../BBD......B./.........../..........B/.........D./.D...C.D.../...........,..BBBB.BB../BBD...B..B./.........../..........B/.........D./.D...C.D.../...........
14,Player.HUNTERS,PieceType.DOG,1,5,5,1,,,,..BBBB.BB../BBD...B..B./.........../..........B/.........D./.D...C.D.../...........,..BBBB.BB../BBD..DB..B./.........../..........B/.........D./.....C.D.../...........
15,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,..BBBB.BB../BBD..DB..B./.........../..........B/.........D./.....C.D.../...........,..BB.B.BB../BBD.BDB..B./.........../..........B/.........D./.....C.D.../...........
16,Player.HUNTERS,PieceType.DOG,9,4,7,4,,,,..BB.B.BB../BBD.BDB..B./.........../..........B/.........D./.....C.D.../...........,..BB.B.BB../BBD.BDB..B./.........../..........B/.......D.../.....C.D.../...........
17,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,..BB.B.BB../BBD.BDB..B./.........../..........B/.......D.../.....C.D.../...........,..B..B.BB../BBDBBDB..B./.........../..........B/.......D.../.....C.D.../...........
18,Player.HUNTERS,PieceType.DOG,2,1,0,3,,,,..B..B.BB../BBDBBDB..B./.........../..........B/.......D.../.....C.D.../...........,..B..B.BB../BB.BBDB..B./.........../D.........B/.......D.../.....C.D.../...........
