move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,9,2,,,,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........D./.........../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBBB.BBBBB/.....B...../.........D./.........../.........../...DDC.D.../...........,BBBBB.BBBB./.....B....B/.........D./.........../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,9,2,6,5,,,,BBBBB.BBBB./.....B....B/.........D./.........../.........../...DDC.D.../...........,BBBBB.BBBB./.....B....B/.........../.........../.........../...DDCDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBBB.BBBB./.....B....B/.........../.........../.........../...DDCDD.../...........,B.BBB.BBBB./.B...B....B/.........../.........../.........../...DDCDD.../...........
6,Player.HUNTERS,PieceType.DOG,7,5,7,4,,,,B.BBB.BBBB./.B...B....B/.........../.........../.........../...DDCDD.../...........,B.BBB.BBBB./.B...B....B/.........../.........../.......D.../...DDCD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,B.BBB.BBBB./.B...B....B/.........../.........../.......D.../...DDCD..../...........,B.BBB..BBB./.B...BB...B/.........../.........../.......D.../...DDCD..../...........
8,Player.HUNTERS,PieceType.DOG,7,4,7,5,,,,B.BBB..BBB./.B...BB...B/.........../.........../.......D.../...DDCD..../...........,B.BBB..BBB./.B...BB...B/.........../.........../.........../...DDCDD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,B.BBB..BBB./.B...BB...B/.........../.........../.........../...DDCDD.../...........,B.BBB..BB../.B...BB..BB/.........../.........../.........../...DDCDD.../...........
10,Player.HUNTERS,PieceType.DOG,7,5,7,4,,,,B.BBB..BB../.B...BB..BB/.........../.........../.........../...DDCDD.../...........,B.BBB..BB../.B...BB..BB/.........../.........../.......D.../...DDCD..../...........
11,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.BBB..BB../.B...BB..BB/.........../.........../.......D.../...DDCD..../...........,..BBB..BB../BB...BB..BB/.........../.........../.......D.../...DDCD..../...........
12,Player.HUNTERS,PieceType.CHIEF,5,5,5,4,,,,..BBB..BB../BB...BB..BB/.........../.........../.......D.../...DDCD..../...........,..BBB..BB../BB...BB..BB/.........../.........../.....C.D.../...DD.D..../...........
13,Player.BUFFALO,PieceType.BUFFALO,9,1,9,2,,,,..BBB..BB../BB...BB..BB/.........../.........../.....C.D.../...DD.D..../...........,..BBB..BB../BB...BB...B/.........B./.........../.....C.D.../...DD.D..../...........
14,Player.HUNTERS,PieceType.DOG,7,4,6,4,,,,..BBB..BB../BB...BB...B/.........B./.........../.....C.D.../...DD.D..../...........,..BBB..BB../BB...BB...B/.........B./.........../.....CD..../...DD.D..../...........
15,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,..BBB..BB../BB...BB...B/.........B./.........../.....CD..../...DD.D..../...........,..BBB..BB../.B...BB...B/B........B./.........../.....CD..../...DD.D..../...........
16,Player.HUNTERS,PieceType.DOG,6,5,7,5,,,,..BBB..BB../.B...BB...B/B........B./.........../.....CD..../...DD.D..../...........,..BBB..BB../.B...BB...B/B........B./.........../.....CD..../...DD..D.../...........
17,Player.BUFFALO,PieceType.BUFFALO,9,2,9,3,,,,..BBB..BB../.B...BB...B/B........B./.........../.....CD..../...DD..D.../...........,..BBB..BB../.B...BB...B/B........../.........B./.....CD..../...DD..D.../...........
18,Player.HUNTERS,PieceType.DOG,3,5,0,5,,,,..BBB..BB../.B...BB...B/B........../.........B./.....CD..../...DD..D.../...........,..BBB..BB../.B...BB...B/B........../.........B./.....CD..../D...D..D.../...........
19,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,..BBB..BB../.B...BB...B/B........../.........B./.....CD..../D...D..D.../...........,..BB...BB../.B..BBB...B/B........../.........B./.....CD..../D...D..D.../...........
20,Player.HUNTERS,PieceType.DOG,7,5,10,5,,,,..BB...BB../.B..BBB...B/B........../.........B./.....CD..../D...D..D.../...........,..BB...BB../.B..BBB...B/B........../.........B./.....CD..../D...D.....D/...........
21,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,..BB...BB../.B..BBB...B/B........../.........B./.....CD..../D...D.....D/...........,..BB...B.../.B..BBB.B.B/B........../.........B./.....CD..../D...D.....D/...........
