move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,7,4,,,,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../.........../.......D.../...DDCD..../...........
3,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBBBBBB.BB/........B../.........../.........../.......D.../...DDCD..../...........,BB.BBBBB.BB/..B.....B../.........../.........../.......D.../...DDCD..../...........
4,Player.HUNTERS,PieceType.DOG,7,4,3,4,,,,BB.BBBBB.BB/..B.....B../.........../.........../.......D.../...DDCD..../...........,BB.BBBBB.BB/..B.....B../.........../.........../...D......./...DDCD..../...........
5,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BB.BBBBB.BB/..B.....B../.........../.........../...D......./...DDCD..../...........,BB.BBBBB.B./..B.....B.B/.........../.........../...D......./...DDCD..../...........
6,Player.HUNTERS,PieceType.DOG,6,5,7,4,,,,BB.BBBBB.B./..B.....B.B/.........../.........../...D......./...DDCD..../...........,BB.BBBBB.B./..B.....B.B/.........../.........../...D...D.../...DDC...../...........
7,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BB.BBBBB.B./..B.....B.B/.........../.........../...D...D.../...DDC...../...........,BB.BB.BB.B./..B..B..B.B/.........../.........../...D...D.../...DDC...../...........
8,Player.HUNTERS,PieceType.DOG,4,5,4,3,,,,BB.BB.BB.B./..B..B..B.B/.........../.........../...D...D.../...DDC...../...........,BB.BB.BB.B./..B..B..B.B/.........../....D....../...D...D.../...D.C...../...........
9,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BB.BB.BB.B./..B..B..B.B/.........../....D....../...D...D.../...D.C...../...........,BB.BB..B.B./..B..BB.B.B/.........../....D....../...D...D.../...D.C...../...........
10,Player.HUNTERS,PieceType.DOG,4,3,9,3,,,,BB.BB..B.B./..B..BB.B.B/.........../....D....../...D...D.../...D.C...../...........,BB.BB..B.B./..B..BB.B.B/.........../.........D./...D...D.../...D.C...../...........
11,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BB.BB..B.B./..B..BB.B.B/.........../.........D./...D...D.../...D.C...../...........,B..BB..B.B./.BB..BB.B.B/.........../.........D./...D...D.../...D.C...../...........
12,Player.HUNTERS,PieceType.DOG,9,3,10,3,,,,B..BB..B.B./.BB..BB.B.B/.........../.........D./...D...D.../...D.C...../...........,B..BB..B.B./.BB..BB.B.B/.........../..........D/...D...D.../...D.C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,B..BB..B.B./.BB..BB.B.B/.........../..........D/...D...D.../...D.C...../...........,B..BB..B.B./.BB..BB...B/........B../..........D/...D...D.../...D.C...../...........
14,Player.HUNTERS,PieceType.DOG,3,4,0,4,,,,B..BB..B.B./.BB..BB...B/........B../..........D/...D...D.../...D.C...../...........,B..BB..B.B./.BB..BB...B/........B../..........D/D......D.../...D.C...../...........
15,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,B..BB..B.B./.BB..BB...B/........B../..........D/D......D.../...D.C...../...........,B..BB..B.../.BB..BB..BB/........B../..........D/D......D.../...D.C...../...........
16,Player.HUNTERS,PieceType.DOG,10,3,9,2,,,,B..BB..B.../.BB..BB..BB/........B../..........D/D......D.../...D.C...../...........,B..BB..B.../.BB..BB..BB/........BD./.........../D......D.../...D.C...../...........
17,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,B..BB..B.../.BB..BB..BB/........BD./.........../D......D.../...D.C...../...........,B..BB..B.../.BB...B..BB/.....B..BD./.........../D......D.../...D.C...../...........
18,Player.HUNTERS,PieceType.DOG,0,4,0,1,,,,B..BB..B.../.BB...B..BB/.....B..BD./.........../D......D.../...D.C...../...........,B..BB..B.../DBB...B..BB/.....B..BD./.........../.......D.../...D.C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,B..BB..B.../DBB...B..BB/.....B..BD./.........../.......D.../...D.C...../...........,B...B..B.../DBBB..B..BB/.....B..BD./.........../.......D.../...D.C...../...........
20,Player.HUNTERS,PieceType.DOG,3,5,1,5,,,,B...B..B.../DBBB..B..BB/.....B..BD./.........../.......D.../...D.C...../...........,B...B..B.../DBBB..B..BB/.....B..BD./.........../.......D.../.D...C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,B...B..B.../DBBB..B..BB/.....B..BD./.........../.......D.../.D...C...../...........,B...B..B.../DBBB.....BB/.....BB.BD./.........../.......D.../.D...C...../...........
22,Player.HUNTERS,PieceType.DOG,9,2,8,1,,,,B...B..B.../DBBB.....BB/.....BB.BD./.........../.......D.../.D...C...../...........,B...B..B.../DBBB....DBB/.....BB.B../.........../.......D.../.D...C...../...........
23,Player.BUFFALO,PieceType.BUFFALO,5,2,5,3,,,,B...B..B.../DBBB....DBB/.....BB.B../.........../.......D.../.D...C...../...........,B...B..B.../DBBB....DBB/......B.B../.....B...../.......D.../.D...C...../...........
24,Player.HUNTERS,PieceType.DOG,7,4,7,2,,,,B...B..B.../DBBB....DBB/......B.B../.....B...../.......D.../.D...C...../...........,B...B..B.../DBBB....DBB/......BDB../.....B...../.........../.D...C...../...........
25,Player.BUFFALO,PieceType.BUFFALO,9,1,9,2,,,,B...B..B.../DBBB....DBB/......BDB../.....B...../.........../.D...C...../...........,B...B..B.../DBBB....D.B/......BDBB./.....B...../.........../.D...C...../...........
26,Player.HUNTERS,PieceType.DOG,7,2,7,3,,,,B...B..B.../DBBB....D.B/......BDBB./.....B...../.........../.D...C...../...........,B...B..B.../DBBB....D.B/......B.BB./.....B.D.../.........../.D...C...../...........
27,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,B...B..B.../DBBB....D.B/......B.BB./.....B.D.../.........../.D...C...../...........,B...B....../DBBB...BD.B/......B.BB./.....B.D.../.........../.D...C...../...........
28,Player.HUNTERS,PieceType.DOG,8,1,6,3,,,,B...B....../DBBB...BD.B/......B.BB./.....B.D.../.........../.D...C...../...........,B...B....../DBBB...B..B/......B.BB./.....BDD.../.........../.D...C...../...........
29,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,B...B....../DBBB...B..B/......B.BB./.....BDD.../.........../.D...C...../...........,B...B....../D.BB...B..B/.B....B.BB./.....BDD.../.........../.D...C...../...........
30,Player.HUNTERS,PieceType.DOG,7,3,10,3,,,,B...B....../D.BB...B..B/.B....B.BB./.....BDD.../.........../.D...C...../...........,B...B....../D.BB...B..B/.B....B.BB./.....BD...D/.........../.D...C...../...........
31,Player.BUFFALO,PieceType.BUFFALO,8,2,8,3,,,,B...B....../D.BB...B..B/.B....B.BB./.....BD...D/.........../.D...C...../...........,B...B....../D.BB...B..B/.B....B..B./.....BD.B.D/.........../.D...C...../...........
32,Player.HUNTERS,PieceType.DOG,10,3,8,5,,,,B...B....../D.BB...B..B/.B....B..B./.....BD.B.D/.........../.D...C...../...........,B...B....../D.BB...B..B/.B....B..B./.....BD.B../.........../.D...C..D../...........
33,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,B...B....../D.BB...B..B/.B....B..B./.....BD.B../.........../.D...C..D../...........,B...B....../D.BB......B/.B....BB.B./.....BD.B../.........../.D...C..D../...........
34,Player.HUNTERS,PieceType.DOG,0,1,1,1,,,,B...B....../D.BB......B/.B....BB.B./.....BD.B../.........../.D...C..D../...........,B...B....../.DBB......B/.B....BB.B./.....BD.B../.........../.D...C..D../...........
35,Player.BUFFALO,PieceType.BUFFALO,9,2,9,3,,,,B...B....../.DBB......B/.B....BB.B./.....BD.B../.........../.D...C..D../...........,B...B....../.DBB......B/.B....BB.../.....BD.BB./.........../.D...C..D../...........
