move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,9,5,,,,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCDD.../...........,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCD..D./...........
3,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCD..D./...........,BB.BBB.BBBB/..B...B..../.........../.........../.........../...DDCD..D./...........
4,Player.HUNTERS,PieceType.DOG,4,5,8,1,,,,BB.BBB.BBBB/..B...B..../.........../.........../.........../...DDCD..D./...........,BB.BBB.BBBB/..B...B.D../.........../.........../.........../...D.CD..D./...........
5,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BB.BBB.BBBB/..B...B.D../.........../.........../.........../...D.CD..D./...........,BB.BBB..BBB/..B...BBD../.........../.........../.........../...D.CD..D./...........
6,Player.HUNTERS,PieceType.DOG,8,1,8,4,,,,BB.BBB..BBB/..B...BBD../.........../.........../.........../...D.CD..D./...........,BB.BBB..BBB/..B...BB.../.........../.........../........D../...D.CD..D./...........
7,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,BB.BBB..BBB/..B...BB.../.........../.........../........D../...D.CD..D./...........,BB.BBB..BBB/..B...B..../.......B.../.........../........D../...D.CD..D./...........
8,Player.HUNTERS,PieceType.DOG,8,4,2,4,,,,BB.BBB..BBB/..B...B..../.......B.../.........../........D../...D.CD..D./...........,BB.BBB..BBB/..B...B..../.......B.../.........../..D......../...D.CD..D./...........
9,Player.BUFFALO,PieceType.BUFFALO,7,2,7,3,,,,BB.BBB..BBB/..B...B..../.......B.../.........../..D......../...D.CD..D./...........,BB.BBB..BBB/..B...B..../.........../.......B.../..D......../...D.CD..D./...........
10,Player.HUNTERS,PieceType.DOG,6,5,5,4,,,,BB.BBB..BBB/..B...B..../.........../.......B.../..D......../...D.CD..D./...........,BB.BBB..BBB/..B...B..../.........../.......B.../..D..D...../...D.C...D./...........
11,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BB.BBB..BBB/..B...B..../.........../.......B.../..D..D...../...D.C...D./...........,BB.BBB..BB./..B...B...B/.........../.......B.../..D..D...../...D.C...D./...........
12,Player.HUNTERS,PieceType.DOG,9,5,9,2,,,,BB.BBB..BB./..B...B...B/.........../.......B.../..D..D...../...D.C...D./...........,BB.BBB..BB./..B...B...B/.........D./.......B.../..D..D...../...D.C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,BB.BBB..BB./..B...B...B/.........D./.......B.../..D..D...../...D.C...../...........,BB.BBB..BB./..B.......B/......B..D./.......B.../..D..D...../...D.C...../...........
14,Player.HUNTERS,PieceType.CHIEF,5,5,6,4,,,,BB.BBB..BB./..B.......B/......B..D./.......B.../..D..D...../...D.C...../...........,BB.BBB..BB./..B.......B/......B..D./.......B.../..D..DC..../...D......./...........
15,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,BB.BBB..BB./..B.......B/......B..D./.......B.../..D..DC..../...D......./...........,BB.BBB..BB./..B......../......B..DB/.......B.../..D..DC..../...D......./...........
16,Player.HUNTERS,PieceType.DOG,5,4,5,5,,,,BB.BBB..BB./..B......../......B..DB/.......B.../..D..DC..../...D......./...........,BB.BBB..BB./..B......../......B..DB/.......B.../..D...C..../...D.D...../...........
17,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BB.BBB..BB./..B......../......B..DB/.......B.../..D...C..../...D.D...../...........,BB..BB..BB./..BB......./......B..DB/.......B.../..D...C..../...D.D...../...........
18,Player.HUNTERS,PieceType.DOG,3,5,0,5,,,,BB..BB..BB./..BB......./......B..DB/.......B.../..D...C..../...D.D...../...........,BB..BB..BB./..BB......./......B..DB/.......B.../..D...C..../D....D...../...........
19,Player.BUFFALO,PieceType.BUFFALO,6,2,6,3,,,,BB..BB..BB./..BB......./......B..DB/.......B.../..D...C..../D....D...../...........,BB..BB..BB./..BB......./.........DB/......BB.../..D...C..../D....D...../...........
20,Player.HUNTERS,PieceType.DOG,2,4,2,5,,,,BB..BB..BB./..BB......./.........DB/......BB.../..D...C..../D....D...../...........,BB..BB..BB./..BB......./.........DB/......BB.../......C..../D.D..D...../...........
21,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB..BB..BB./..BB......./.........DB/......BB.../......C..../D.D..D...../...........,.B..BB..BB./B.BB......./.........DB/......BB.../......C..../D.D..D...../...........
22,Player.HUNTERS,PieceType.DOG,2,5,3,5,,,,.B..BB..BB./B.BB......./.........DB/......BB.../......C..../D.D..D...../...........,.B..BB..BB./B.BB......./.........DB/......BB.../......C..../D..D.D...../...........
23,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,.B..BB..BB./B.BB......./.........DB/......BB.../......C..../D..D.D...../...........,.B..BB..BB./B..B......./..B......DB/......BB.../......C..../D..D.D...../...........
24,Player.HUNTERS,PieceType.DOG,9,2,3,2,,,,.B..BB..BB./B..B......./..B......DB/......BB.../......C..../D..D.D...../...........,.B..BB..BB./B..B......./..BD......B/......BB.../......C..../D..D.D...../...........
25,Player.BUFFALO,PieceType.BUFFALO,10,2,10,3,,,,.B..BB..BB./B..B......./..BD......B/......BB.../......C..../D..D.D...../...........,.B..BB..BB./B..B......./..BD......./......BB..B/......C..../D..D.D...../...........
26,Player.HUNTERS,PieceType.DOG,3,5,4,5,,,,.B..BB..BB./B..B......./..BD......./......BB..B/......C..../D..D.D...../...........,.B..BB..BB./B..B......./..BD......./......BB..B/......C..../D...DD...../...........
27,Player.BUFFALO,PieceType.BUFFALO,2,2,2,3,,,,.B..BB..BB./B..B......./..BD......./......BB..B/......C..../D...DD...../...........,.B..BB..BB./B..B......./...D......./..B...BB..B/......C..../D...DD...../...........
28,Player.HUNTERS,PieceType.DOG,4,5,1,5,,,,.B..BB..BB./B..B......./...D......./..B...BB..B/......C..../D...DD...../...........,.B..BB..BB./B..B......./...D......./..B...BB..B/......C..../DD...D...../...........
29,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,.B..BB..BB./B..B......./...D......./..B...BB..B/......C..../DD...D...../...........,.B..BB...B./B..B....B../...D......./..B...BB..B/......C..../DD...D...../...........
30,Player.HUNTERS,PieceType.DOG,0,5,1,4,,,,.B..BB...B./B..B....B../...D......./..B...BB..B/......C..../DD...D...../...........,.B..BB...B./B..B....B../...D......./..B...BB..B/.D....C..../.D...D...../...........
31,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,.B..BB...B./B..B....B../...D......./..B...BB..B/.D....C..../.D...D...../...........,.B..BB...B./B..B......./...D....B../..B...BB..B/.D....C..../.D...D...../...........
32,Player.HUNTERS,PieceType.DOG,1,5,5,1,,,,.B..BB...B./B..B......./...D....B../..B...BB..B/.D....C..../.D...D...../...........,.B..BB...B./B..B.D...../...D....B../..B...BB..B/.D....C..../.....D...../...........
33,Player.BUFFALO,PieceType.BUFFALO,2,3,2,4,,,,.B..BB...B./B..B.D...../...D....B../..B...BB..B/.D....C..../.....D...../...........,.B..BB...B./B..B.D...../...D....B../......BB..B/.DB...C..../.....D...../...........
34,Player.HUNTERS,PieceType.DOG,5,5,2,2,,,,.B..BB...B./B..B.D...../...D....B../......BB..B/.DB...C..../.....D...../...........,.B..BB...B./B..B.D...../..DD....B../......BB..B/.DB...C..../.........../...........
35,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.B..BB...B./B..B.D...../..DD....B../......BB..B/.DB...C..../.........../...........,....BB...B./BB.B.D...../..DD....B../......BB..B/.DB...C..../.........../...........
36,Player.HUNTERS,PieceType.DOG,1,4,2,5,,,,....BB...B./BB.B.D...../..DD....B../......BB..B/.DB...C..../.........../...........,....BB...B./BB.B.D...../..DD....B../......BB..B/..B...C..../..D......../...........
37,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,....BB...B./BB.B.D...../..DD....B../......BB..B/..B...C..../..D......../...........,....BB...../BB.B.D...B./..DD....B../......BB..B/..B...C..../..D......../...........
