move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,4,3,,,,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../....D....../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,.BBBBBBBBBB/B........../.........../....D....../.........../...DDC.D.../...........,.BBBBBBBB.B/B........B./.........../....D....../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,10,2,,,,.BBBBBBBB.B/B........B./.........../....D....../.........../...DDC.D.../...........,.BBBBBBBB.B/B........B./..........D/....D....../.........../...DDC...../...........
5,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,.BBBBBBBB.B/B........B./..........D/....D....../.........../...DDC...../...........,.B.BBBBBB.B/B.B......B./..........D/....D....../.........../...DDC...../...........
6,Player.HUNTERS,PieceType.DOG,3,5,3,4,,,,.B.BBBBBB.B/B.B......B./..........D/....D....../.........../...DDC...../...........,.B.BBBBBB.B/B.B......B./..........D/....D....../...D......./....DC...../...........
7,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,.B.BBBBBB.B/B.B......B./..........D/....D....../...D......./....DC...../...........,.B.BBBBBB../B.B......BB/..........D/....D....../...D......./....DC...../...........
8,Player.HUNTERS,PieceType.DOG,10,2,9,3,,,,.B.BBBBBB../B.B......BB/..........D/....D....../...D......./....DC...../...........,.B.BBBBBB../B.B......BB/.........../....D....D./...D......./....DC...../...........
9,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.B.BBBBBB../B.B......BB/.........../....D....D./...D......./....DC...../...........,...BBBBBB../BBB......BB/.........../....D....D./...D......./....DC...../...........
10,Player.HUNTERS,PieceType.DOG,3,4,6,4,,,,...BBBBBB../BBB......BB/.........../....D....D./...D......./....DC...../...........,...BBBBBB../BBB......BB/.........../....D....D./......D..../....DC...../...........
11,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,...BBBBBB../BBB......BB/.........../....D....D./......D..../....DC...../...........,...B.BBBB../BBB.B....BB/.........../....D....D./......D..../....DC...../...........
