move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,B.BBBBBBBBB/.B........./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,6,2,,,,B.BBBBBBBBB/.B........./.........../.........../.........../...DDCDD.../...........,B.BBBBBBBBB/.B........./......D..../.........../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,B.BBBBBBBBB/.B........./......D..../.........../.........../...DDC.D.../...........,B.BBBBB.BBB/.B.....B.../......D..../.........../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,6,2,3,2,,,,B.BBBBB.BBB/.B.....B.../......D..../.........../.........../...DDC.D.../...........,B.BBBBB.BBB/.B.....B.../...D......./.........../.........../...DDC.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.BBBBB.BBB/.B.....B.../...D......./.........../.........../...DDC.D.../...........,..BBBBB.BBB/BB.....B.../...D......./.........../.........../...DDC.D.../...........
6,Player.HUNTERS,PieceType.DOG,3,5,4,4,,,,..BBBBB.BBB/BB.....B.../...D......./.........../.........../...DDC.D.../...........,..BBBBB.BBB/BB.....B.../...D......./.........../....D....../....DC.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,..BBBBB.BBB/BB.....B.../...D......./.........../....D....../....DC.D.../...........,..BBBBB.BBB/B......B.../.B.D......./.........../....D....../....DC.D.../...........
8,Player.HUNTERS,PieceType.DOG,4,4,7,4,,,,..BBBBB.BBB/B......B.../.B.D......./.........../....D....../....DC.D.../...........,..BBBBB.BBB/B......B.../.B.D......./.........../.......D.../....DC.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,..BBBBB.BBB/B......B.../.B.D......./.........../.......D.../....DC.D.../...........,..BBBBB.B.B/B......B.B./.B.D......./.........../.......D.../....DC.D.../...........
10,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,..BBBBB.B.B/B......B.B./.B.D......./.........../.......D.../....DC.D.../...........,..BBBBB.B.B/B......B.B./.B.D......./.........../....D..D.../.....C.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,..BBBBB.B.B/B......B.B./.B.D......./.........../....D..D.../.....C.D.../...........,..BBBBB.B.B/.......B.B./BB.D......./.........../....D..D.../.....C.D.../...........
12,Player.HUNTERS,PieceType.DOG,4,4,1,1,,,,..BBBBB.B.B/.......B.B./BB.D......./.........../....D..D.../.....C.D.../...........,..BBBBB.B.B/.D.....B.B./BB.D......./.........../.......D.../.....C.D.../...........
13,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,..BBBBB.B.B/.D.....B.B./BB.D......./.........../.......D.../.....C.D.../...........,..BB.BB.B.B/.D..B..B.B./BB.D......./.........../.......D.../.....C.D.../...........
14,Player.HUNTERS,PieceType.DOG,7,4,9,2,,,,..BB.BB.B.B/.D..B..B.B./BB.D......./.........../.......D.../.....C.D.../...........,..BB.BB.B.B/.D..B..B.B./BB.D.....D./.........../.........../.....C.D.../...........
15,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,..BB.BB.B.B/.D..B..B.B./BB.D.....D./.........../.........../.....C.D.../...........,..B..BB.B.B/.D.BB..B.B./BB.D.....D./.........../.........../.....C.D.../...........
16,Player.HUNTERS,PieceType.DOG,7,5,7,3,,,,..B..BB.B.B/.D.BB..B.B./BB.D.....D./.........../.........../.....C.D.../...........,..B..BB.B.B/.D.BB..B.B./BB.D.....D./.......D.../.........../.....C...../...........
17,Player.BUFFALO,PieceType.BUFFALO,1,2,1,3,,,,..B..BB.B.B/.D.BB..B.B./BB.D.....D./.......D.../.........../.....C...../...........,..B..BB.B.B/.D.BB..B.B./B..D.....D./.B.....D.../.........../.....C...../...........
18,Player.HUNTERS,PieceType.DOG,9,2,5,2,,,,..B..BB.B.B/.D.BB..B.B./B..D.....D./.B.....D.../.........../.....C...../...........,..B..BB.B.B/.D.BB..B.B./B..D.D...../.B.....D.../.........../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,..B..BB.B.B/.D.BB..B.B./B..D.D...../.B.....D.../.........../.....C...../...........,..B...B.B.B/.D.BBB.B.B./B..D.D...../.B.....D.../.........../.....C...../...........
20,Player.HUNTERS,PieceType.CHIEF,5,5,5,4,,,,..B...B.B.B/.D.BBB.B.B./B..D.D...../.B.....D.../.........../.....C...../...........,..B...B.B.B/.D.BBB.B.B./B..D.D...../.B.....D.../.....C...../.........../...........
21,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,..B...B.B.B/.D.BBB.B.B./B..D.D...../.B.....D.../.....C...../.........../...........,..B...B...B/.D.BBB.BBB./B..D.D...../.B.....D.../.....C...../.........../...........
22,Player.HUNTERS,PieceType.CHIEF,5,4,4,4,,,,..B...B...B/.D.BBB.BBB./B..D.D...../.B.....D.../.....C...../.........../...........,..B...B...B/.D.BBB.BBB./B..D.D...../.B.....D.../....C....../.........../...........
23,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,..B...B...B/.D.BBB.BBB./B..D.D...../.B.....D.../....C....../.........../...........,..B...B...B/.D.BBB..BB./B..D.D.B.../.B.....D.../....C....../.........../...........
24,Player.HUNTERS,PieceType.DOG,1,1,2,2,,,,..B...B...B/.D.BBB..BB./B..D.D.B.../.B.....D.../....C....../.........../...........,..B...B...B/...BBB..BB./B.DD.D.B.../.B.....D.../....C....../.........../...........
25,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,..B...B...B/...BBB..BB./B.DD.D.B.../.B.....D.../....C....../.........../...........,..B...B...B/...B.B..BB./B.DDBD.B.../.B.....D.../....C....../.........../...........
26,Player.HUNTERS,PieceType.DOG,3,2,2,3,,,,..B...B...B/...B.B..BB./B.DDBD.B.../.B.....D.../....C....../.........../...........,..B...B...B/...B.B..BB./B.D.BD.B.../.BD....D.../....C....../.........../...........
27,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,..B...B...B/...B.B..BB./B.D.BD.B.../.BD....D.../....C....../.........../...........,..B...B...B/...B.B...B./B.D.BD.BB../.BD....D.../....C....../.........../...........
28,Player.HUNTERS,PieceType.DOG,2,3,2,5,,,,..B...B...B/...B.B...B./B.D.BD.BB../.BD....D.../....C....../.........../...........,..B...B...B/...B.B...B./B.D.BD.BB../.B.....D.../....C....../..D......../...........
29,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,..B...B...B/...B.B...B./B.D.BD.BB../.B.....D.../....C....../..D......../...........,..B.......B/...B.BB..B./B.D.BD.BB../.B.....D.../....C....../..D......../...........
30,Player.HUNTERS,PieceType.CHIEF,4,4,3,3,,,,..B.......B/...B.BB..B./B.D.BD.BB../.B.....D.../....C....../..D......../...........,..B.......B/...B.BB..B./B.D.BD.BB../.B.C...D.../.........../..D......../...........
31,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,..B.......B/...B.BB..B./B.D.BD.BB../.B.C...D.../.........../..D......../...........,..B.......B/...B.B...B./B.D.BDBBB../.B.C...D.../.........../..D......../...........
32,Player.HUNTERS,PieceType.DOG,2,5,2,3,,,,..B.......B/...B.B...B./B.D.BDBBB../.B.C...D.../.........../..D......../...........,..B.......B/...B.B...B./B.D.BDBBB../.BDC...D.../.........../.........../...........
33,Player.BUFFALO,PieceType.BUFFALO,1,3,1,4,,,,..B.......B/...B.B...B./B.D.BDBBB../.BDC...D.../.........../.........../...........,..B.......B/...B.B...B./B.D.BDBBB../..DC...D.../.B........./.........../...........
34,Player.HUNTERS,PieceType.DOG,5,2,6,3,,,,..B.......B/...B.B...B./B.D.BDBBB../..DC...D.../.B........./.........../...........,..B.......B/...B.B...B./B.D.B.BBB../..DC..DD.../.B........./.........../...........
35,Player.BUFFALO,PieceType.BUFFALO,1,4,1,5,,,,..B.......B/...B.B...B./B.D.B.BBB../..DC..DD.../.B........./.........../...........,..B.......B/...B.B...B./B.D.B.BBB../..DC..DD.../.........../.B........./...........
36,Player.HUNTERS,PieceType.DOG,6,3,5,4,,,,..B.......B/...B.B...B./B.D.B.BBB../..DC..DD.../.........../.B........./...........,..B.......B/...B.B...B./B.D.B.BBB../..DC...D.../.....D...../.B........./...........
37,Player.BUFFALO,PieceType.BUFFALO,9,1,9,2,,,,..B.......B/...B.B...B./B.D.B.BBB../..DC...D.../.....D...../.B........./...........,..B.......B/...B.B...../B.D.B.BBBB./..DC...D.../.....D...../.B........./...........
38,Player.HUNTERS,PieceType.DOG,5,4,4,5,,,,..B.......B/...B.B...../B.D.B.BBBB./..DC...D.../.....D...../.B........./...........,..B.......B/...B.B...../B.D.B.BBBB./..DC...D.../.........../.B..D....../...........
39,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,..B.......B/...B.B...../B.D.B.BBBB./..DC...D.../.........../.B..D....../...........,..B.......B/...B......./B.D.BBBBBB./..DC...D.../.........../.B..D....../...........
40,Player.HUNTERS,PieceType.DOG,2,3,1,3,,,,..B.......B/...B......./B.D.BBBBBB./..DC...D.../.........../.B..D....../...........,..B.......B/...B......./B.D.BBBBBB./.D.C...D.../.........../.B..D....../...........
