move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,B.BBBBBBBBB/.B........./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,3,1,,,,B.BBBBBBBBB/.B........./.........../.........../.........../...DDCDD.../...........,B.BBBBBBBBB/.B.D......./.........../.........../.........../....DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,B.BBBBBBBBB/.B.D......./.........../.........../.........../....DCDD.../...........,B.BBBBBBBB./.B.D......B/.........../.........../.........../....DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,0,1,,,,B.BBBBBBBB./.B.D......B/.........../.........../.........../....DCDD.../...........,B.BBBBBBBB./DB.D......B/.........../.........../.........../.....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,B.BBBBBBBB./DB.D......B/.........../.........../.........../.....CDD.../...........,B..BBBBBBB./DBBD......B/.........../.........../.........../.....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,6,5,6,1,,,,B..BBBBBBB./DBBD......B/.........../.........../.........../.....CDD.../...........,B..BBBBBBB./DBBD..D...B/.........../.........../.........../.....C.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,B..BBBBBBB./DBBD..D...B/.........../.........../.........../.....C.D.../...........,B..BBBBBBB./D.BD..D...B/.B........./.........../.........../.....C.D.../...........
8,Player.HUNTERS,PieceType.DOG,3,1,3,4,,,,B..BBBBBBB./D.BD..D...B/.B........./.........../.........../.....C.D.../...........,B..BBBBBBB./D.B...D...B/.B........./.........../...D......./.....C.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,B..BBBBBBB./D.B...D...B/.B........./.........../...D......./.....C.D.../...........,B..BBBBB.B./D.B...D.B.B/.B........./.........../...D......./.....C.D.../...........
10,Player.HUNTERS,PieceType.DOG,7,5,7,4,,,,B..BBBBB.B./D.B...D.B.B/.B........./.........../...D......./.....C.D.../...........,B..BBBBB.B./D.B...D.B.B/.B........./.........../...D...D.../.....C...../...........
11,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,B..BBBBB.B./D.B...D.B.B/.B........./.........../...D...D.../.....C...../...........,B..BBBBB.B./D.B...D.B../.B........B/.........../...D...D.../.....C...../...........
12,Player.HUNTERS,PieceType.DOG,7,4,7,2,,,,B..BBBBB.B./D.B...D.B../.B........B/.........../...D...D.../.....C...../...........,B..BBBBB.B./D.B...D.B../.B.....D..B/.........../...D......./.....C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,B..BBBBB.B./D.B...D.B../.B.....D..B/.........../...D......./.....C...../...........,B...BBBB.B./D.BB..D.B../.B.....D..B/.........../...D......./.....C...../...........
14,Player.HUNTERS,PieceType.DOG,3,4,2,3,,,,B...BBBB.B./D.BB..D.B../.B.....D..B/.........../...D......./.....C...../...........,B...BBBB.B./D.BB..D.B../.B.....D..B/..D......../.........../.....C...../...........
15,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,B...BBBB.B./D.BB..D.B../.B.....D..B/..D......../.........../.....C...../...........,B...BBB..B./D.BB..DBB../.B.....D..B/..D......../.........../.....C...../...........
16,Player.HUNTERS,PieceType.DOG,6,1,4,1,,,,B...BBB..B./D.BB..DBB../.B.....D..B/..D......../.........../.....C...../...........,B...BBB..B./D.BBD..BB../.B.....D..B/..D......../.........../.....C...../...........
17,Player.BUFFALO,PieceType.BUFFALO,3,1,3,2,,,,B...BBB..B./D.BBD..BB../.B.....D..B/..D......../.........../.....C...../...........,B...BBB..B./D.B.D..BB../.B.B...D..B/..D......../.........../.....C...../...........
18,Player.HUNTERS,PieceType.DOG,7,2,9,2,,,,B...BBB..B./D.B.D..BB../.B.B...D..B/..D......../.........../.....C...../...........,B...BBB..B./D.B.D..BB../.B.B.....DB/..D......../.........../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,B...BBB..B./D.B.D..BB../.B.B.....DB/..D......../.........../.....C...../...........,B...BBB..../D.B.D..BBB./.B.B.....DB/..D......../.........../.....C...../...........
20,Player.HUNTERS,PieceType.DOG,0,1,0,3,,,,B...BBB..../D.B.D..BBB./.B.B.....DB/..D......../.........../.....C...../...........,B...BBB..../..B.D..BBB./.B.B.....DB/D.D......../.........../.....C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,B...BBB..../..B.D..BBB./.B.B.....DB/D.D......../.........../.....C...../...........,B...BBB..../....D..BBB./.BBB.....DB/D.D......../.........../.....C...../...........
22,Player.HUNTERS,PieceType.DOG,9,2,6,5,,,,B...BBB..../....D..BBB./.BBB.....DB/D.D......../.........../.....C...../...........,B...BBB..../....D..BBB./.BBB......B/D.D......../.........../.....CD..../...........
23,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,B...BBB..../....D..BBB./.BBB......B/D.D......../.........../.....CD..../...........,B...BBB..../....D...BB./.BBB...B..B/D.D......../.........../.....CD..../...........
24,Player.HUNTERS,PieceType.DOG,6,5,9,2,,,,B...BBB..../....D...BB./.BBB...B..B/D.D......../.........../.....CD..../...........,B...BBB..../....D...BB./.BBB...B.DB/D.D......../.........../.....C...../...........
25,Player.BUFFALO,PieceType.BUFFALO,3,2,3,3,,,,B...BBB..../....D...BB./.BBB...B.DB/D.D......../.........../.....C...../...........,B...BBB..../....D...BB./.BB....B.DB/D.DB......./.........../.....C...../...........
26,Player.HUNTERS,PieceType.CHIEF,5,5,6,4,,,,B...BBB..../....D...BB./.BB....B.DB/D.DB......./.........../.....C...../...........,B...BBB..../....D...BB./.BB....B.DB/D.DB......./......C..../.........../...........
27,Player.BUFFALO,PieceType.BUFFALO,3,3,3,4,,,,B...BBB..../....D...BB./.BB....B.DB/D.DB......./......C..../.........../...........,B...BBB..../....D...BB./.BB....B.DB/D.D......../...B..C..../.........../...........
