move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,6,3,,,,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../......D..../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBB.BBBBBB/....B....../.........../......D..../.........../...DDC.D.../...........,BBBB.BBB.BB/....B...B../.........../......D..../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,1,2,,,,BBBB.BBB.BB/....B...B../.........../......D..../.........../...DDC.D.../...........,BBBB.BBB.BB/....B...B../.D........./......D..../.........../...D.C.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBB.BBB.BB/....B...B../.D........./......D..../.........../...D.C.D.../...........,BBBB.BBB.B./....B...B.B/.D........./......D..../.........../...D.C.D.../...........
6,Player.HUNTERS,PieceType.DOG,7,5,9,3,,,,BBBB.BBB.B./....B...B.B/.D........./......D..../.........../...D.C.D.../...........,BBBB.BBB.B./....B...B.B/.D........./......D..D./.........../...D.C...../...........
7,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,BBBB.BBB.B./....B...B.B/.D........./......D..D./.........../...D.C...../...........,BBBB.BBB.B./........B.B/.D..B....../......D..D./.........../...D.C...../...........
8,Player.HUNTERS,PieceType.DOG,1,2,1,5,,,,BBBB.BBB.B./........B.B/.D..B....../......D..D./.........../...D.C...../...........,BBBB.BBB.B./........B.B/....B....../......D..D./.........../.D.D.C...../...........
9,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBB.BBB.B./........B.B/....B....../......D..D./.........../.D.D.C...../...........,B.BB.BBB.B./.B......B.B/....B....../......D..D./.........../.D.D.C...../...........
10,Player.HUNTERS,PieceType.DOG,6,3,8,3,,,,B.BB.BBB.B./.B......B.B/....B....../......D..D./.........../.D.D.C...../...........,B.BB.BBB.B./.B......B.B/....B....../........DD./.........../.D.D.C...../...........
11,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,B.BB.BBB.B./.B......B.B/....B....../........DD./.........../.D.D.C...../...........,B.BB.BBB.B./........B.B/.B..B....../........DD./.........../.D.D.C...../...........
