move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBB.BBBBBBB/...B......./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,9,5,,,,BBB.BBBBBBB/...B......./.........../.........../.........../...DDCDD.../...........,BBB.BBBBBBB/...B......./.........../.........../.........../...DDCD..D./...........
3,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBB.BBBBBBB/...B......./.........../.........../.........../...DDCD..D./...........,BBB.BBBBBB./...B......B/.........../.........../.........../...DDCD..D./...........
4,Player.HUNTERS,PieceType.DOG,3,5,0,2,,,,BBB.BBBBBB./...B......B/.........../.........../.........../...DDCD..D./...........,BBB.BBBBBB./...B......B/D........../.........../.........../....DCD..D./...........
5,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBB.BBBBBB./...B......B/D........../.........../.........../....DCD..D./...........,BBB.BBBB.B./...B....B.B/D........../.........../.........../....DCD..D./...........
6,Player.HUNTERS,PieceType.DOG,4,5,3,4,,,,BBB.BBBB.B./...B....B.B/D........../.........../.........../....DCD..D./...........,BBB.BBBB.B./...B....B.B/D........../.........../...D......./.....CD..D./...........
7,Player.BUFFALO,PieceType.BUFFALO,3,1,3,2,,,,BBB.BBBB.B./...B....B.B/D........../.........../...D......./.....CD..D./...........,BBB.BBBB.B./........B.B/D..B......./.........../...D......./.....CD..D./...........
8,Player.HUNTERS,PieceType.DOG,9,5,7,3,,,,BBB.BBBB.B./........B.B/D..B......./.........../...D......./.....CD..D./...........,BBB.BBBB.B./........B.B/D..B......./.......D.../...D......./.....CD..../...........
9,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBB.BBBB.B./........B.B/D..B......./.......D.../...D......./.....CD..../...........,BBB.BBBB.../........BBB/D..B......./.......D.../...D......./.....CD..../...........
10,Player.HUNTERS,PieceType.DOG,6,5,7,5,,,,BBB.BBBB.../........BBB/D..B......./.......D.../...D......./.....CD..../...........,BBB.BBBB.../........BBB/D..B......./.......D.../...D......./.....C.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,BBB.BBBB.../........BBB/D..B......./.......D.../...D......./.....C.D.../...........,BBB.BBBB.../.........BB/D..B....B../.......D.../...D......./.....C.D.../...........
12,Player.HUNTERS,PieceType.DOG,3,4,7,4,,,,BBB.BBBB.../.........BB/D..B....B../.......D.../...D......./.....C.D.../...........,BBB.BBBB.../.........BB/D..B....B../.......D.../.......D.../.....C.D.../...........
13,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBB.BBBB.../.........BB/D..B....B../.......D.../.......D.../.....C.D.../...........,BBB.BBB..../.......B.BB/D..B....B../.......D.../.......D.../.....C.D.../...........
14,Player.HUNTERS,PieceType.DOG,7,4,6,4,,,,BBB.BBB..../.......B.BB/D..B....B../.......D.../.......D.../.....C.D.../...........,BBB.BBB..../.......B.BB/D..B....B../.......D.../......D..../.....C.D.../...........
15,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBB.BBB..../.......B.BB/D..B....B../.......D.../......D..../.....C.D.../...........,BBB..BB..../....B..B.BB/D..B....B../.......D.../......D..../.....C.D.../...........
16,Player.HUNTERS,PieceType.DOG,7,3,8,3,,,,BBB..BB..../....B..B.BB/D..B....B../.......D.../......D..../.....C.D.../...........,BBB..BB..../....B..B.BB/D..B....B../........D../......D..../.....C.D.../...........
17,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBB..BB..../....B..B.BB/D..B....B../........D../......D..../.....C.D.../...........,B.B..BB..../.B..B..B.BB/D..B....B../........D../......D..../.....C.D.../...........
18,Player.HUNTERS,PieceType.DOG,7,5,8,4,,,,B.B..BB..../.B..B..B.BB/D..B....B../........D../......D..../.....C.D.../...........,B.B..BB..../.B..B..B.BB/D..B....B../........D../......D.D../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.B..BB..../.B..B..B.BB/D..B....B../........D../......D.D../.....C...../...........,..B..BB..../BB..B..B.BB/D..B....B../........D../......D.D../.....C...../...........
20,Player.HUNTERS,PieceType.DOG,0,2,0,4,,,,..B..BB..../BB..B..B.BB/D..B....B../........D../......D.D../.....C...../...........,..B..BB..../BB..B..B.BB/...B....B../........D../D.....D.D../.....C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,..B..BB..../BB..B..B.BB/...B....B../........D../D.....D.D../.....C...../...........,..B..BB..../B...B..B.BB/.B.B....B../........D../D.....D.D../.....C...../...........
22,Player.HUNTERS,PieceType.DOG,8,3,6,5,,,,..B..BB..../B...B..B.BB/.B.B....B../........D../D.....D.D../.....C...../...........,..B..BB..../B...B..B.BB/.B.B....B../.........../D.....D.D../.....CD..../...........
23,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,..B..BB..../B...B..B.BB/.B.B....B../.........../D.....D.D../.....CD..../...........,..B..BB..../B...B..B.B./.B.B....B.B/.........../D.....D.D../.....CD..../...........
24,Player.HUNTERS,PieceType.DOG,0,4,0,2,,,,..B..BB..../B...B..B.B./.B.B....B.B/.........../D.....D.D../.....CD..../...........,..B..BB..../B...B..B.B./DB.B....B.B/.........../......D.D../.....CD..../...........
25,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,..B..BB..../B...B..B.B./DB.B....B.B/.........../......D.D../.....CD..../...........,.....BB..../B.B.B..B.B./DB.B....B.B/.........../......D.D../.....CD..../...........
26,Player.HUNTERS,PieceType.DOG,6,4,1,4,,,,.....BB..../B.B.B..B.B./DB.B....B.B/.........../......D.D../.....CD..../...........,.....BB..../B.B.B..B.B./DB.B....B.B/.........../.D......D../.....CD..../...........
27,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,.....BB..../B.B.B..B.B./DB.B....B.B/.........../.D......D../.....CD..../...........,.....B...../B.B.B.BB.B./DB.B....B.B/.........../.D......D../.....CD..../...........
28,Player.HUNTERS,PieceType.DOG,1,4,2,5,,,,.....B...../B.B.B.BB.B./DB.B....B.B/.........../.D......D../.....CD..../...........,.....B...../B.B.B.BB.B./DB.B....B.B/.........../........D../..D..CD..../...........
29,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,.....B...../B.B.B.BB.B./DB.B....B.B/.........../........D../..D..CD..../...........,.....B...../B.B.B.B..B./DB.B...BB.B/.........../........D../..D..CD..../...........
30,Player.HUNTERS,PieceType.DOG,0,2,0,3,,,,.....B...../B.B.B.B..B./DB.B...BB.B/.........../........D../..D..CD..../...........,.....B...../B.B.B.B..B./.B.B...BB.B/D........../........D../..D..CD..../...........
31,Player.BUFFALO,PieceType.BUFFALO,1,2,1,3,,,,.....B...../B.B.B.B..B./.B.B...BB.B/D........../........D../..D..CD..../...........,.....B...../B.B.B.B..B./...B...BB.B/DB........./........D../..D..CD..../...........
32,Player.HUNTERS,PieceType.DOG,6,5,9,5,,,,.....B...../B.B.B.B..B./...B...BB.B/DB........./........D../..D..CD..../...........,.....B...../B.B.B.B..B./...B...BB.B/DB........./........D../..D..C...D./...........
33,Player.BUFFALO,PieceType.BUFFALO,7,2,7,3,,,,.....B...../B.B.B.B..B./...B...BB.B/DB........./........D../..D..C...D./...........,.....B...../B.B.B.B..B./...B....B.B/DB.....B.../........D../..D..C...D./...........
34,Player.HUNTERS,PieceType.DOG,8,4,7,4,,,,.....B...../B.B.B.B..B./...B....B.B/DB.....B.../........D../..D..C...D./...........,.....B...../B.B.B.B..B./...B....B.B/DB.....B.../.......D.../..D..C...D./...........
35,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,.....B...../B.B.B.B..B./...B....B.B/DB.....B.../.......D.../..D..C...D./...........,.....B...../B.B.B....B./...B..B.B.B/DB.....B.../.......D.../..D..C...D./...........
36,Player.HUNTERS,PieceType.DOG,2,5,4,5,,,,.....B...../B.B.B....B./...B..B.B.B/DB.....B.../.......D.../..D..C...D./...........,.....B...../B.B.B....B./...B..B.B.B/DB.....B.../.......D.../....DC...D./...........
37,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,.....B...../B.B.B....B./...B..B.B.B/DB.....B.../.......D.../....DC...D./...........,.....B...../B.B......B./...BB.B.B.B/DB.....B.../.......D.../....DC...D./...........
38,Player.HUNTERS,PieceType.DOG,7,4,5,2,,,,.....B...../B.B......B./...BB.B.B.B/DB.....B.../.......D.../....DC...D./...........,.....B...../B.B......B./...BBDB.B.B/DB.....B.../.........../....DC...D./...........
39,Player.BUFFALO,PieceType.BUFFALO,3,2,3,3,,,,.....B...../B.B......B./...BBDB.B.B/DB.....B.../.........../....DC...D./...........,.....B...../B.B......B./....BDB.B.B/DB.B...B.../.........../....DC...D./...........
40,Player.HUNTERS,PieceType.DOG,4,5,1,5,,,,.....B...../B.B......B./....BDB.B.B/DB.B...B.../.........../....DC...D./...........,.....B...../B.B......B./....BDB.B.B/DB.B...B.../.........../.D...C...D./...........
41,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,.....B...../B.B......B./....BDB.B.B/DB.B...B.../.........../.D...C...D./...........,.....B...../B........B./..B.BDB.B.B/DB.B...B.../.........../.D...C...D./...........
42,Player.HUNTERS,PieceType.DOG,9,5,10,5,,,,.....B...../B........B./..B.BDB.B.B/DB.B...B.../.........../.D...C...D./...........,.....B...../B........B./..B.BDB.B.B/DB.B...B.../.........../.D...C....D/...........
43,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.....B...../B........B./..B.BDB.B.B/DB.B...B.../.........../.D...C....D/...........,.....B...../.........B./B.B.BDB.B.B/DB.B...B.../.........../.D...C....D/...........
44,Player.HUNTERS,PieceType.DOG,10,5,8,3,,,,.....B...../.........B./B.B.BDB.B.B/DB.B...B.../.........../.D...C....D/...........,.....B...../.........B./B.B.BDB.B.B/DB.B...BD../.........../.D...C...../...........
45,Player.BUFFALO,PieceType.BUFFALO,1,3,1,4,,,,.....B...../.........B./B.B.BDB.B.B/DB.B...BD../.........../.D...C...../...........,.....B...../.........B./B.B.BDB.B.B/D..B...BD../.B........./.D...C...../...........
46,Player.HUNTERS,PieceType.CHIEF,5,5,4,4,,,,.....B...../.........B./B.B.BDB.B.B/D..B...BD../.B........./.D...C...../...........,.....B...../.........B./B.B.BDB.B.B/D..B...BD../.B..C....../.D........./...........
47,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,.....B...../.........B./B.B.BDB.B.B/D..B...BD../.B..C....../.D........./...........,.........../.....B...B./B.B.BDB.B.B/D..B...BD../.B..C....../.D........./...........
48,Player.HUNTERS,PieceType.DOG,0,3,0,5,,,,.........../.....B...B./B.B.BDB.B.B/D..B...BD../.B..C....../.D........./...........,.........../.....B...B./B.B.BDB.B.B/...B...BD../.B..C....../DD........./...........
49,Player.BUFFALO,PieceType.BUFFALO,4,2,4,3,,,,.........../.....B...B./B.B.BDB.B.B/...B...BD../.B..C....../DD........./...........,.........../.....B...B./B.B..DB.B.B/...BB..BD../.B..C....../DD........./...........
50,Player.HUNTERS,PieceType.DOG,5,2,3,2,,,,.........../.....B...B./B.B..DB.B.B/...BB..BD../.B..C....../DD........./...........,.........../.....B...B./B.BD..B.B.B/...BB..BD../.B..C....../DD........./...........
51,Player.BUFFALO,PieceType.BUFFALO,0,2,0,3,,,,.........../.....B...B./B.BD..B.B.B/...BB..BD../.B..C....../DD........./...........,.........../.....B...B./..BD..B.B.B/B..BB..BD../.B..C....../DD........./...........
52,Player.HUNTERS,PieceType.CHIEF,4,4,4,5,,,,.........../.....B...B./..BD..B.B.B/B..BB..BD../.B..C....../DD........./...........,.........../.....B...B./..BD..B.B.B/B..BB..BD../.B........./DD..C....../...........
53,Player.BUFFALO,PieceType.BUFFALO,10,2,10,3,,,,.........../.....B...B./..BD..B.B.B/B..BB..BD../.B........./DD..C....../...........,.........../.....B...B./..BD..B.B../B..BB..BD.B/.B........./DD..C....../...........
54,Player.HUNTERS,PieceType.DOG,8,3,9,2,,,,.........../.....B...B./..BD..B.B../B..BB..BD.B/.B........./DD..C....../...........,.........../.....B...B./..BD..B.BD./B..BB..B..B/.B........./DD..C....../...........
55,Player.BUFFALO,PieceType.BUFFALO,10,3,10,4,,,,.........../.....B...B./..BD..B.BD./B..BB..B..B/.B........./DD..C....../...........,.........../.....B...B./..BD..B.BD./B..BB..B.../.B........B/DD..C....../...........
56,Player.HUNTERS,PieceType.CHIEF,4,5,4,4,,,,.........../.....B...B./..BD..B.BD./B..BB..B.../.B........B/DD..C....../...........,.........../.....B...B./..BD..B.BD./B..BB..B.../.B..C.....B/DD........./...........
57,Player.BUFFALO,PieceType.BUFFALO,10,4,10,5,,,,.........../.....B...B./..BD..B.BD./B..BB..B.../.B..C.....B/DD........./...........,.........../.....B...B./..BD..B.BD./B..BB..B.../.B..C....../DD........B/...........
58,Player.HUNTERS,PieceType.DOG,1,5,9,5,,,,.........../.....B...B./..BD..B.BD./B..BB..B.../.B..C....../DD........B/...........,.........../.....B...B./..BD..B.BD./B..BB..B.../.B..C....../D........DB/...........
59,Player.BUFFALO,PieceType.BUFFALO,7,3,7,4,,,,.........../.....B...B./..BD..B.BD./B..BB..B.../.B..C....../D........DB/...........,.........../.....B...B./..BD..B.BD./B..BB....../.B..C..B.../D........DB/...........
60,Player.HUNTERS,PieceType.DOG,3,2,5,2,,,,.........../.....B...B./..BD..B.BD./B..BB....../.B..C..B.../D........DB/...........,.........../.....B...B./..B..DB.BD./B..BB....../.B..C..B.../D........DB/...........
61,Player.BUFFALO,PieceType.BUFFALO,7,4,7,5,,,,.........../.....B...B./..B..DB.BD./B..BB....../.B..C..B.../D........DB/...........,.........../.....B...B./..B..DB.BD./B..BB....../.B..C....../D......B.DB/...........
62,Player.HUNTERS,PieceType.CHIEF,4,4,3,4,,,,.........../.....B...B./..B..DB.BD./B..BB....../.B..C....../D......B.DB/...........,.........../.....B...B./..B..DB.BD./B..BB....../.B.C......./D......B.DB/...........
63,Player.BUFFALO,PieceType.BUFFALO,1,4,1,5,,,,.........../.....B...B./..B..DB.BD./B..BB....../.B.C......./D......B.DB/...........,.........../.....B...B./..B..DB.BD./B..BB....../...C......./DB.....B.DB/...........
64,Player.HUNTERS,PieceType.DOG,9,2,10,2,,,,.........../.....B...B./..B..DB.BD./B..BB....../...C......./DB.....B.DB/...........,.........../.....B...B./..B..DB.B.D/B..BB....../...C......./DB.....B.DB/...........
65,Player.BUFFALO,PieceType.BUFFALO,4,3,4,4,,,,.........../.....B...B./..B..DB.B.D/B..BB....../...C......./DB.....B.DB/...........,.........../.....B...B./..B..DB.B.D/B..B......./...CB....../DB.....B.DB/...........
66,Player.HUNTERS,PieceType.DOG,5,2,6,1,,,,.........../.....B...B./..B..DB.B.D/B..B......./...CB....../DB.....B.DB/...........,.........../.....BD..B./..B...B.B.D/B..B......./...CB....../DB.....B.DB/...........
67,Player.BUFFALO,PieceType.BUFFALO,6,2,6,3,,,,.........../.....BD..B./..B...B.B.D/B..B......./...CB....../DB.....B.DB/...........,.........../.....BD..B./..B.....B.D/B..B..B..../...CB....../DB.....B.DB/...........
68,Player.HUNTERS,PieceType.DOG,10,2,10,1,,,,.........../.....BD..B./..B.....B.D/B..B..B..../...CB....../DB.....B.DB/...........,.........../.....BD..BD/..B.....B../B..B..B..../...CB....../DB.....B.DB/...........
69,Player.BUFFALO,PieceType.BUFFALO,6,3,6,4,,,,.........../.....BD..BD/..B.....B../B..B..B..../...CB....../DB.....B.DB/...........,.........../.....BD..BD/..B.....B../B..B......./...CB.B..../DB.....B.DB/...........
70,Player.HUNTERS,PieceType.DOG,6,1,4,3,,,,.........../.....BD..BD/..B.....B../B..B......./...CB.B..../DB.....B.DB/...........,.........../.....B...BD/..B.....B../B..BD....../...CB.B..../DB.....B.DB/...........
71,Player.BUFFALO,PieceType.BUFFALO,10,5,10,6,,Player.BUFFALO,GameOverReason.BUFFALO_CROSSED,.........../.....B...BD/..B.....B../B..BD....../...CB.B..../DB.....B.DB/...........,.........../.....B...BD/..B.....B../B..BD....../...CB.B..../DB.....B.D./..........B
