move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,7,1,,,,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./.......D..B/.........../.........../.........../...DDCD..../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBB./.......D..B/.........../.........../.........../...DDCD..../...........,BBBB.BBBBB./....B..D..B/.........../.........../.........../...DDCD..../...........
4,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,BBBB.BBBBB./....B..D..B/.........../.........../.........../...DDCD..../...........,BBBB.BBBBB./....B..D..B/.........../..D......../.........../...D.CD..../...........
5,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBB.BBBBB./....B..D..B/.........../..D......../.........../...D.CD..../...........,BB.B.BBBBB./..B.B..D..B/.........../..D......../.........../...D.CD..../...........
6,Player.HUNTERS,PieceType.DOG,7,1,9,1,,,,BB.B.BBBBB./..B.B..D..B/.........../..D......../.........../...D.CD..../...........,BB.B.BBBBB./..B.B....DB/.........../..D......../.........../...D.CD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB.B.BBBBB./..B.B....DB/.........../..D......../.........../...D.CD..../...........,.B.B.BBBBB./B.B.B....DB/.........../..D......../.........../...D.CD..../...........
8,Player.HUNTERS,PieceType.CHIEF,5,5,5,4,,,,.B.B.BBBBB./B.B.B....DB/.........../..D......../.........../...D.CD..../...........,.B.B.BBBBB./B.B.B....DB/.........../..D......../.....C...../...D..D..../...........
9,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,.B.B.BBBBB./B.B.B....DB/.........../..D......../.....C...../...D..D..../...........,.B...BBBBB./B.BBB....DB/.........../..D......../.....C...../...D..D..../...........
10,Player.HUNTERS,PieceType.DOG,6,5,8,3,,,,.B...BBBBB./B.BBB....DB/.........../..D......../.....C...../...D..D..../...........,.B...BBBBB./B.BBB....DB/.........../..D.....D../.....C...../...D......./...........
