move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBB.B/.........B./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,8,1,,,,BBBBBBBBB.B/.........B./.........../.........../.........../...DDCDD.../...........,BBBBBBBBB.B/........DB./.........../.........../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBB.B/........DB./.........../.........../.........../...D.CDD.../...........,BBBB.BBBB.B/....B...DB./.........../.........../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,6,5,5,4,,,,BBBB.BBBB.B/....B...DB./.........../.........../.........../...D.CDD.../...........,BBBB.BBBB.B/....B...DB./.........../.........../.....D...../...D.C.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBB.BBBB.B/....B...DB./.........../.........../.....D...../...D.C.D.../...........,BBBB..BBB.B/....BB..DB./.........../.........../.....D...../...D.C.D.../...........
6,Player.HUNTERS,PieceType.DOG,8,1,8,4,,,,BBBB..BBB.B/....BB..DB./.........../.........../.....D...../...D.C.D.../...........,BBBB..BBB.B/....BB...B./.........../.........../.....D..D../...D.C.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBB..BBB.B/....BB...B./.........../.........../.....D..D../...D.C.D.../...........,BBB...BBB.B/...BBB...B./.........../.........../.....D..D../...D.C.D.../...........
8,Player.HUNTERS,PieceType.DOG,5,4,3,2,,,,BBB...BBB.B/...BBB...B./.........../.........../.....D..D../...D.C.D.../...........,BBB...BBB.B/...BBB...B./...D......./.........../........D../...D.C.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,BBB...BBB.B/...BBB...B./...D......./.........../........D../...D.C.D.../...........,BBB...BBB.B/...B.B...B./...DB....../.........../........D../...D.C.D.../...........
10,Player.HUNTERS,PieceType.DOG,7,5,6,5,,,,BBB...BBB.B/...B.B...B./...DB....../.........../........D../...D.C.D.../...........,BBB...BBB.B/...B.B...B./...DB....../.........../........D../...D.CD..../...........
11,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,BBB...BBB.B/...B.B...B./...DB....../.........../........D../...D.CD..../...........,BBB...BBB.B/...B.....B./...DBB...../.........../........D../...D.CD..../...........
12,Player.HUNTERS,PieceType.DOG,8,4,8,1,,,,BBB...BBB.B/...B.....B./...DBB...../.........../........D../...D.CD..../...........,BBB...BBB.B/...B....DB./...DBB...../.........../.........../...D.CD..../...........
13,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBB...BBB.B/...B....DB./...DBB...../.........../.........../...D.CD..../...........,BB....BBB.B/..BB....DB./...DBB...../.........../.........../...D.CD..../...........
14,Player.HUNTERS,PieceType.DOG,6,5,6,4,,,,BB....BBB.B/..BB....DB./...DBB...../.........../.........../...D.CD..../...........,BB....BBB.B/..BB....DB./...DBB...../.........../......D..../...D.C...../...........
15,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BB....BBB.B/..BB....DB./...DBB...../.........../......D..../...D.C...../...........,BB....B.B.B/..BB...BDB./...DBB...../.........../......D..../...D.C...../...........
16,Player.HUNTERS,PieceType.DOG,6,4,9,4,,,,BB....B.B.B/..BB...BDB./...DBB...../.........../......D..../...D.C...../...........,BB....B.B.B/..BB...BDB./...DBB...../.........../.........D./...D.C...../...........
17,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB....B.B.B/..BB...BDB./...DBB...../.........../.........D./...D.C...../...........,.B....B.B.B/B.BB...BDB./...DBB...../.........../.........D./...D.C...../...........
