move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.CHIEF,5,5,4,4,,,,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../.........../....C....../...DD.DD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBBBBBB.BB/........B../.........../.........../....C....../...DD.DD.../...........,BBBBB.BB.BB/.....B..B../.........../.........../....C....../...DD.DD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,9,5,,,,BBBBB.BB.BB/.....B..B../.........../.........../....C....../...DD.DD.../...........,BBBBB.BB.BB/.....B..B../.........../.........../....C....../...DD.D..D./...........
5,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBB.BB.BB/.....B..B../.........../.........../....C....../...DD.D..D./...........,BBBB..BB.BB/....BB..B../.........../.........../....C....../...DD.D..D./...........
6,Player.HUNTERS,PieceType.DOG,3,5,3,1,,,,BBBB..BB.BB/....BB..B../.........../.........../....C....../...DD.D..D./...........,BBBB..BB.BB/...DBB..B../.........../.........../....C....../....D.D..D./...........
7,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BBBB..BB.BB/...DBB..B../.........../.........../....C....../....D.D..D./...........,BBBB...B.BB/...DBBB.B../.........../.........../....C....../....D.D..D./...........
8,Player.HUNTERS,PieceType.DOG,6,5,10,1,,,,BBBB...B.BB/...DBBB.B../.........../.........../....C....../....D.D..D./...........,BBBB...B.BB/...DBBB.B.D/.........../.........../....C....../....D....D./...........
9,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,BBBB...B.BB/...DBBB.B.D/.........../.........../....C....../....D....D./...........,BBBB...B.BB/...D.BB.B.D/....B....../.........../....C....../....D....D./...........
10,Player.HUNTERS,PieceType.DOG,4,5,2,5,,,,BBBB...B.BB/...D.BB.B.D/....B....../.........../....C....../....D....D./...........,BBBB...B.BB/...D.BB.B.D/....B....../.........../....C....../..D......D./...........
11,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,BBBB...B.BB/...D.BB.B.D/....B....../.........../....C....../..D......D./...........,BBBB...B.BB/...D..B.B.D/....BB...../.........../....C....../..D......D./...........
