move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,7,4,,,,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........../.........../.......D.../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBBB.BBBBB/.....B...../.........../.........../.......D.../...DDC.D.../...........,BBB.B.BBBBB/...B.B...../.........../.........../.......D.../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,7,4,5,4,,,,BBB.B.BBBBB/...B.B...../.........../.........../.......D.../...DDC.D.../...........,BBB.B.BBBBB/...B.B...../.........../.........../.....D...../...DDC.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBB.B.BBBBB/...B.B...../.........../.........../.....D...../...DDC.D.../...........,BBB...BBBBB/...BBB...../.........../.........../.....D...../...DDC.D.../...........
6,Player.HUNTERS,PieceType.DOG,4,5,3,4,,,,BBB...BBBBB/...BBB...../.........../.........../.....D...../...DDC.D.../...........,BBB...BBBBB/...BBB...../.........../.........../...D.D...../...D.C.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,3,1,3,2,,,,BBB...BBBBB/...BBB...../.........../.........../...D.D...../...D.C.D.../...........,BBB...BBBBB/....BB...../...B......./.........../...D.D...../...D.C.D.../...........
8,Player.HUNTERS,PieceType.DOG,7,5,10,2,,,,BBB...BBBBB/....BB...../...B......./.........../...D.D...../...D.C.D.../...........,BBB...BBBBB/....BB...../...B......D/.........../...D.D...../...D.C...../...........
9,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBB...BBBBB/....BB...../...B......D/.........../...D.D...../...D.C...../...........,BBB...B.BBB/....BB.B.../...B......D/.........../...D.D...../...D.C...../...........
10,Player.HUNTERS,PieceType.CHIEF,5,5,6,4,,,,BBB...B.BBB/....BB.B.../...B......D/.........../...D.D...../...D.C...../...........,BBB...B.BBB/....BB.B.../...B......D/.........../...D.DC..../...D......./...........
11,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,BBB...B.BBB/....BB.B.../...B......D/.........../...D.DC..../...D......./...........,BBB...B.BBB/....BB...../...B...B..D/.........../...D.DC..../...D......./...........
12,Player.HUNTERS,PieceType.DOG,10,2,9,2,,,,BBB...B.BBB/....BB...../...B...B..D/.........../...D.DC..../...D......./...........,BBB...B.BBB/....BB...../...B...B.D./.........../...D.DC..../...D......./...........
13,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBB...B.BBB/....BB...../...B...B.D./.........../...D.DC..../...D......./...........,.BB...B.BBB/B...BB...../...B...B.D./.........../...D.DC..../...D......./...........
14,Player.HUNTERS,PieceType.CHIEF,6,4,6,3,,,,.BB...B.BBB/B...BB...../...B...B.D./.........../...D.DC..../...D......./...........,.BB...B.BBB/B...BB...../...B...B.D./......C..../...D.D...../...D......./...........
