move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,3,2,,,,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/...D......./.........../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBB./..........B/...D......./.........../.........../...DDC.D.../...........,BBBB.BBBBB./....B.....B/...D......./.........../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,BBBB.BBBBB./....B.....B/...D......./.........../.........../...DDC.D.../...........,BBBB.BBBBB./....B.....B/...D......./..D......../.........../...D.C.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBB.BBBBB./....B.....B/...D......./..D......../.........../...D.C.D.../...........,B.BB.BBBBB./.B..B.....B/...D......./..D......../.........../...D.C.D.../...........
6,Player.HUNTERS,PieceType.DOG,3,5,6,2,,,,B.BB.BBBBB./.B..B.....B/...D......./..D......../.........../...D.C.D.../...........,B.BB.BBBBB./.B..B.....B/...D..D..../..D......../.........../.....C.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,B.BB.BBBBB./.B..B.....B/...D..D..../..D......../.........../.....C.D.../...........,B.BB..BBBB./.B..BB....B/...D..D..../..D......../.........../.....C.D.../...........
8,Player.HUNTERS,PieceType.DOG,2,3,0,5,,,,B.BB..BBBB./.B..BB....B/...D..D..../..D......../.........../.....C.D.../...........,B.BB..BBBB./.B..BB....B/...D..D..../.........../.........../D....C.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,B.BB..BBBB./.B..BB....B/...D..D..../.........../.........../D....C.D.../...........,B.BB..BBBB./.B..BB...../...D..D...B/.........../.........../D....C.D.../...........
10,Player.HUNTERS,PieceType.CHIEF,5,5,6,4,,,,B.BB..BBBB./.B..BB...../...D..D...B/.........../.........../D....C.D.../...........,B.BB..BBBB./.B..BB...../...D..D...B/.........../......C..../D......D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,B.BB..BBBB./.B..BB...../...D..D...B/.........../......C..../D......D.../...........,B.BB..BBBB./.B...B...../...DB.D...B/.........../......C..../D......D.../...........
12,Player.HUNTERS,PieceType.DOG,7,5,5,5,,,,B.BB..BBBB./.B...B...../...DB.D...B/.........../......C..../D......D.../...........,B.BB..BBBB./.B...B...../...DB.D...B/.........../......C..../D....D...../...........
13,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,B.BB..BBBB./.B...B...../...DB.D...B/.........../......C..../D....D...../...........,B.B...BBBB./.B.B.B...../...DB.D...B/.........../......C..../D....D...../...........
14,Player.HUNTERS,PieceType.DOG,5,5,4,5,,,,B.B...BBBB./.B.B.B...../...DB.D...B/.........../......C..../D....D...../...........,B.B...BBBB./.B.B.B...../...DB.D...B/.........../......C..../D...D....../...........
15,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,B.B...BBBB./.B.B.B...../...DB.D...B/.........../......C..../D...D....../...........,B.....BBBB./.BBB.B...../...DB.D...B/.........../......C..../D...D....../...........
16,Player.HUNTERS,PieceType.DOG,4,5,5,4,,,,B.....BBBB./.BBB.B...../...DB.D...B/.........../......C..../D...D....../...........,B.....BBBB./.BBB.B...../...DB.D...B/.........../.....DC..../D........../...........
17,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,B.....BBBB./.BBB.B...../...DB.D...B/.........../.....DC..../D........../...........,B.....BBBB./.BBB......./...DBBD...B/.........../.....DC..../D........../...........
18,Player.HUNTERS,PieceType.DOG,6,2,8,2,,,,B.....BBBB./.BBB......./...DBBD...B/.........../.....DC..../D........../...........,B.....BBBB./.BBB......./...DBB..D.B/.........../.....DC..../D........../...........
19,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,B.....BBBB./.BBB......./...DBB..D.B/.........../.....DC..../D........../...........,B.....BBB../.BBB.....B./...DBB..D.B/.........../.....DC..../D........../...........
20,Player.HUNTERS,PieceType.DOG,5,4,1,4,,,,B.....BBB../.BBB.....B./...DBB..D.B/.........../.....DC..../D........../...........,B.....BBB../.BBB.....B./...DBB..D.B/.........../.D....C..../D........../...........
21,Player.BUFFALO,PieceType.BUFFALO,5,2,5,3,,,,B.....BBB../.BBB.....B./...DBB..D.B/.........../.D....C..../D........../...........,B.....BBB../.BBB.....B./...DB...D.B/.....B...../.D....C..../D........../...........
22,Player.HUNTERS,PieceType.DOG,3,2,1,2,,,,B.....BBB../.BBB.....B./...DB...D.B/.....B...../.D....C..../D........../...........,B.....BBB../.BBB.....B./.D..B...D.B/.....B...../.D....C..../D........../...........
23,Player.BUFFALO,PieceType.BUFFALO,3,1,3,2,,,,B.....BBB../.BBB.....B./.D..B...D.B/.....B...../.D....C..../D........../...........,B.....BBB../.BB......B./.D.BB...D.B/.....B...../.D....C..../D........../...........
24,Player.HUNTERS,PieceType.DOG,1,2,0,3,,,,B.....BBB../.BB......B./.D.BB...D.B/.....B...../.D....C..../D........../...........,B.....BBB../.BB......B./...BB...D.B/D....B...../.D....C..../D........../...........
25,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,B.....BBB../.BB......B./...BB...D.B/D....B...../.D....C..../D........../...........,B.....BB.../.BB.....BB./...BB...D.B/D....B...../.D....C..../D........../...........
26,Player.HUNTERS,PieceType.DOG,8,2,5,2,,,,B.....BB.../.BB.....BB./...BB...D.B/D....B...../.D....C..../D........../...........,B.....BB.../.BB.....BB./...BBD....B/D....B...../.D....C..../D........../...........
27,Player.BUFFALO,PieceType.BUFFALO,3,2,3,3,,,,B.....BB.../.BB.....BB./...BBD....B/D....B...../.D....C..../D........../...........,B.....BB.../.BB.....BB./....BD....B/D..B.B...../.D....C..../D........../...........
28,Player.HUNTERS,PieceType.DOG,0,5,2,5,,,,B.....BB.../.BB.....BB./....BD....B/D..B.B...../.D....C..../D........../...........,B.....BB.../.BB.....BB./....BD....B/D..B.B...../.D....C..../..D......../...........
29,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.....BB.../.BB.....BB./....BD....B/D..B.B...../.D....C..../..D......../...........,......BB.../BBB.....BB./....BD....B/D..B.B...../.D....C..../..D......../...........
30,Player.HUNTERS,PieceType.DOG,2,5,0,5,,,,......BB.../BBB.....BB./....BD....B/D..B.B...../.D....C..../..D......../...........,......BB.../BBB.....BB./....BD....B/D..B.B...../.D....C..../D........../...........
31,Player.BUFFALO,PieceType.BUFFALO,9,1,9,2,,,,......BB.../BBB.....BB./....BD....B/D..B.B...../.D....C..../D........../...........,......BB.../BBB.....B../....BD...BB/D..B.B...../.D....C..../D........../...........
32,Player.HUNTERS,PieceType.CHIEF,6,4,7,5,,,,......BB.../BBB.....B../....BD...BB/D..B.B...../.D....C..../D........../...........,......BB.../BBB.....B../....BD...BB/D..B.B...../.D........./D......C.../...........
33,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,......BB.../BBB.....B../....BD...BB/D..B.B...../.D........./D......C.../...........,......B..../BBB....BB../....BD...BB/D..B.B...../.D........./D......C.../...........
34,Player.HUNTERS,PieceType.DOG,0,3,2,3,,,,......B..../BBB....BB../....BD...BB/D..B.B...../.D........./D......C.../...........,......B..../BBB....BB../....BD...BB/..DB.B...../.D........./D......C.../...........
35,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,......B..../BBB....BB../....BD...BB/..DB.B...../.D........./D......C.../...........,.........../BBB...BBB../....BD...BB/..DB.B...../.D........./D......C.../...........
36,Player.HUNTERS,PieceType.DOG,2,3,4,1,,,,.........../BBB...BBB../....BD...BB/..DB.B...../.D........./D......C.../...........,.........../BBB.D.BBB../....BD...BB/...B.B...../.D........./D......C.../...........
37,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,.........../BBB.D.BBB../....BD...BB/...B.B...../.D........./D......C.../...........,.........../BBB.D.B.B../....BD.B.BB/...B.B...../.D........./D......C.../...........
38,Player.HUNTERS,PieceType.DOG,1,4,7,4,,,,.........../BBB.D.B.B../....BD.B.BB/...B.B...../.D........./D......C.../...........,.........../BBB.D.B.B../....BD.B.BB/...B.B...../.......D.../D......C.../...........
39,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,.........../BBB.D.B.B../....BD.B.BB/...B.B...../.......D.../D......C.../...........,.........../BBB.D.B..../....BD.BBBB/...B.B...../.......D.../D......C.../...........
40,Player.HUNTERS,PieceType.DOG,0,5,2,3,,,,.........../BBB.D.B..../....BD.BBBB/...B.B...../.......D.../D......C.../...........,.........../BBB.D.B..../....BD.BBBB/..DB.B...../.......D.../.......C.../...........
41,Player.BUFFALO,PieceType.BUFFALO,9,2,9,3,,,,.........../BBB.D.B..../....BD.BBBB/..DB.B...../.......D.../.......C.../...........,.........../BBB.D.B..../....BD.BB.B/..DB.B...B./.......D.../.......C.../...........
42,Player.HUNTERS,PieceType.DOG,5,2,5,1,,,,.........../BBB.D.B..../....BD.BB.B/..DB.B...B./.......D.../.......C.../...........,.........../BBB.DDB..../....B..BB.B/..DB.B...B./.......D.../.......C.../...........
43,Player.BUFFALO,PieceType.BUFFALO,7,2,7,3,,,,.........../BBB.DDB..../....B..BB.B/..DB.B...B./.......D.../.......C.../...........,.........../BBB.DDB..../....B...B.B/..DB.B.B.B./.......D.../.......C.../...........
44,Player.HUNTERS,PieceType.DOG,7,4,9,2,,,,.........../BBB.DDB..../....B...B.B/..DB.B.B.B./.......D.../.......C.../...........,.........../BBB.DDB..../....B...BDB/..DB.B.B.B./.........../.......C.../...........
45,Player.BUFFALO,PieceType.BUFFALO,8,2,8,3,,,,.........../BBB.DDB..../....B...BDB/..DB.B.B.B./.........../.......C.../...........,.........../BBB.DDB..../....B....DB/..DB.B.BBB./.........../.......C.../...........
46,Player.HUNTERS,PieceType.DOG,4,1,3,1,,,,.........../BBB.DDB..../....B....DB/..DB.B.BBB./.........../.......C.../...........,.........../BBBD.DB..../....B....DB/..DB.B.BBB./.........../.......C.../...........
47,Player.BUFFALO,PieceType.BUFFALO,10,2,10,3,,,,.........../BBBD.DB..../....B....DB/..DB.B.BBB./.........../.......C.../...........,.........../BBBD.DB..../....B....D./..DB.B.BBBB/.........../.......C.../...........
48,Player.HUNTERS,PieceType.DOG,2,3,2,5,,,,.........../BBBD.DB..../....B....D./..DB.B.BBBB/.........../.......C.../...........,.........../BBBD.DB..../....B....D./...B.B.BBBB/.........../..D....C.../...........
49,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,.........../BBBD.DB..../....B....D./...B.B.BBBB/.........../..D....C.../...........,.........../BBBD.D...../....B.B..D./...B.B.BBBB/.........../..D....C.../...........
50,Player.HUNTERS,PieceType.DOG,9,2,8,1,,,,.........../BBBD.D...../....B.B..D./...B.B.BBBB/.........../..D....C.../...........,.........../BBBD.D..D../....B.B..../...B.B.BBBB/.........../..D....C.../...........
51,Player.BUFFALO,PieceType.BUFFALO,9,3,9,4,,,,.........../BBBD.D..D../....B.B..../...B.B.BBBB/.........../..D....C.../...........,.........../BBBD.D..D../....B.B..../...B.B.BB.B/.........B./..D....C.../...........
52,Player.HUNTERS,PieceType.DOG,5,1,4,1,,,,.........../BBBD.D..D../....B.B..../...B.B.BB.B/.........B./..D....C.../...........,.........../BBBDD...D../....B.B..../...B.B.BB.B/.........B./..D....C.../...........
