move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.CHIEF,5,5,4,4,,,,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........../.........../....C....../...DD.DD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBB.BBBBB/.....B...../.........../.........../....C....../...DD.DD.../...........,.BBBB.BBBBB/B....B...../.........../.........../....C....../...DD.DD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,7,2,,,,.BBBB.BBBBB/B....B...../.........../.........../....C....../...DD.DD.../...........,.BBBB.BBBBB/B....B...../.......D.../.........../....C....../...DD.D..../...........
5,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.BBBB.BBBBB/B....B...../.......D.../.........../....C....../...DD.D..../...........,.BBBB.BBBBB/.....B...../B......D.../.........../....C....../...DD.D..../...........
6,Player.HUNTERS,PieceType.CHIEF,4,4,5,4,,,,.BBBB.BBBBB/.....B...../B......D.../.........../....C....../...DD.D..../...........,.BBBB.BBBBB/.....B...../B......D.../.........../.....C...../...DD.D..../...........
7,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,.BBBB.BBBBB/.....B...../B......D.../.........../.....C...../...DD.D..../...........,.BBBB.BB.BB/.....B..B../B......D.../.........../.....C...../...DD.D..../...........
8,Player.HUNTERS,PieceType.DOG,7,2,7,5,,,,.BBBB.BB.BB/.....B..B../B......D.../.........../.....C...../...DD.D..../...........,.BBBB.BB.BB/.....B..B../B........../.........../.....C...../...DD.DD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.BBBB.BB.BB/.....B..B../B........../.........../.....C...../...DD.DD.../...........,.BBBB.B..BB/.....B.BB../B........../.........../.....C...../...DD.DD.../...........
10,Player.HUNTERS,PieceType.DOG,3,5,2,5,,,,.BBBB.B..BB/.....B.BB../B........../.........../.....C...../...DD.DD.../...........,.BBBB.B..BB/.....B.BB../B........../.........../.....C...../..D.D.DD.../...........
11,Player.BUFFALO,PieceType.BUFFALO,0,2,0,3,,,,.BBBB.B..BB/.....B.BB../B........../.........../.....C...../..D.D.DD.../...........,.BBBB.B..BB/.....B.BB../.........../B........../.....C...../..D.D.DD.../...........
12,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,.BBBB.B..BB/.....B.BB../.........../B........../.....C...../..D.D.DD.../...........,.BBBB.B..BB/.....B.BB../.........../B........../....DC...../..D...DD.../...........
13,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,.BBBB.B..BB/.....B.BB../.........../B........../....DC...../..D...DD.../...........,.BBBB.B..BB/.......BB../.....B...../B........../....DC...../..D...DD.../...........
14,Player.HUNTERS,PieceType.DOG,7,5,7,4,,,,.BBBB.B..BB/.......BB../.....B...../B........../....DC...../..D...DD.../...........,.BBBB.B..BB/.......BB../.....B...../B........../....DC.D.../..D...D..../...........
