move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,3,3,,,,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../...D......./.........../....DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBBBBBBBB./..........B/.........../...D......./.........../....DCDD.../...........,BBBBBBBB.B./........B.B/.........../...D......./.........../....DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,6,5,5,4,,,,BBBBBBBB.B./........B.B/.........../...D......./.........../....DCDD.../...........,BBBBBBBB.B./........B.B/.........../...D......./.....D...../....DC.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBB.B./........B.B/.........../...D......./.....D...../....DC.D.../...........,.BBBBBBB.B./B.......B.B/.........../...D......./.....D...../....DC.D.../...........
6,Player.HUNTERS,PieceType.DOG,7,5,6,4,,,,.BBBBBBB.B./B.......B.B/.........../...D......./.....D...../....DC.D.../...........,.BBBBBBB.B./B.......B.B/.........../...D......./.....DD..../....DC...../...........
7,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.BBBBBBB.B./B.......B.B/.........../...D......./.....DD..../....DC...../...........,.BBBBBB..B./B......BB.B/.........../...D......./.....DD..../....DC...../...........
8,Player.HUNTERS,PieceType.DOG,4,5,2,5,,,,.BBBBBB..B./B......BB.B/.........../...D......./.....DD..../....DC...../...........,.BBBBBB..B./B......BB.B/.........../...D......./.....DD..../..D..C...../...........
9,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,.BBBBBB..B./B......BB.B/.........../...D......./.....DD..../..D..C...../...........,.BBBB.B..B./B....B.BB.B/.........../...D......./.....DD..../..D..C...../...........
10,Player.HUNTERS,PieceType.DOG,6,4,8,2,,,,.BBBB.B..B./B....B.BB.B/.........../...D......./.....DD..../..D..C...../...........,.BBBB.B..B./B....B.BB.B/........D../...D......./.....D...../..D..C...../...........
11,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,.BBBB.B..B./B....B.BB.B/........D../...D......./.....D...../..D..C...../...........,.BBBB.B..../B....B.BBBB/........D../...D......./.....D...../..D..C...../...........
12,Player.HUNTERS,PieceType.DOG,3,3,6,3,,,,.BBBB.B..../B....B.BBBB/........D../...D......./.....D...../..D..C...../...........,.BBBB.B..../B....B.BBBB/........D../......D..../.....D...../..D..C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,.BBBB.B..../B....B.BBBB/........D../......D..../.....D...../..D..C...../...........,.BBB..B..../B...BB.BBBB/........D../......D..../.....D...../..D..C...../...........
14,Player.HUNTERS,PieceType.DOG,2,5,5,2,,,,.BBB..B..../B...BB.BBBB/........D../......D..../.....D...../..D..C...../...........,.BBB..B..../B...BB.BBBB/.....D..D../......D..../.....D...../.....C...../...........
15,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,.BBB..B..../B...BB.BBBB/.....D..D../......D..../.....D...../.....C...../...........,.B.B..B..../B.B.BB.BBBB/.....D..D../......D..../.....D...../.....C...../...........
16,Player.HUNTERS,PieceType.DOG,6,3,1,3,,,,.B.B..B..../B.B.BB.BBBB/.....D..D../......D..../.....D...../.....C...../...........,.B.B..B..../B.B.BB.BBBB/.....D..D../.D........./.....D...../.....C...../...........
17,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,.B.B..B..../B.B.BB.BBBB/.....D..D../.D........./.....D...../.....C...../...........,.B.B..B..../B.B..B.BBBB/....BD..D../.D........./.....D...../.....C...../...........
18,Player.HUNTERS,PieceType.DOG,1,3,10,3,,,,.B.B..B..../B.B..B.BBBB/....BD..D../.D........./.....D...../.....C...../...........,.B.B..B..../B.B..B.BBBB/....BD..D../..........D/.....D...../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,.B.B..B..../B.B..B.BBBB/....BD..D../..........D/.....D...../.....C...../...........,.B.B..B..../B.B..B..BBB/....BD.BD../..........D/.....D...../.....C...../...........
20,Player.HUNTERS,PieceType.DOG,5,4,2,4,,,,.B.B..B..../B.B..B..BBB/....BD.BD../..........D/.....D...../.....C...../...........,.B.B..B..../B.B..B..BBB/....BD.BD../..........D/..D......../.....C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,.B.B..B..../B.B..B..BBB/....BD.BD../..........D/..D......../.....C...../...........,.B....B..../B.BB.B..BBB/....BD.BD../..........D/..D......../.....C...../...........
