move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.CHIEF,5,5,6,4,,,,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../......C..../...DD.DD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.BBBBBBBBBB/B........../.........../.........../......C..../...DD.DD.../...........,.BBBBBBBBBB/.........../B........../.........../......C..../...DD.DD.../...........
4,Player.HUNTERS,PieceType.CHIEF,6,4,5,4,,,,.BBBBBBBBBB/.........../B........../.........../......C..../...DD.DD.../...........,.BBBBBBBBBB/.........../B........../.........../.....C...../...DD.DD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,.BBBBBBBBBB/.........../B........../.........../.....C...../...DD.DD.../...........,.B.BBBBBBBB/..B......../B........../.........../.....C...../...DD.DD.../...........
6,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,.B.BBBBBBBB/..B......../B........../.........../.....C...../...DD.DD.../...........,.B.BBBBBBBB/..B......../B........../.........../....DC...../...D..DD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,.B.BBBBBBBB/..B......../B........../.........../....DC...../...D..DD.../...........,.B.BBBBBBB./..B.......B/B........../.........../....DC...../...D..DD.../...........
8,Player.HUNTERS,PieceType.DOG,4,4,7,1,,,,.B.BBBBBBB./..B.......B/B........../.........../....DC...../...D..DD.../...........,.B.BBBBBBB./..B....D..B/B........../.........../.....C...../...D..DD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,.B.BBBBBBB./..B....D..B/B........../.........../.....C...../...D..DD.../...........,.B..BBBBBB./..BB...D..B/B........../.........../.....C...../...D..DD.../...........
10,Player.HUNTERS,PieceType.DOG,6,5,9,2,,,,.B..BBBBBB./..BB...D..B/B........../.........../.....C...../...D..DD.../...........,.B..BBBBBB./..BB...D..B/B........D./.........../.....C...../...D...D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,.B..BBBBBB./..BB...D..B/B........D./.........../.....C...../...D...D.../...........,.B...BBBBB./..BBB..D..B/B........D./.........../.....C...../...D...D.../...........
12,Player.HUNTERS,PieceType.DOG,7,5,10,2,,,,.B...BBBBB./..BBB..D..B/B........D./.........../.....C...../...D...D.../...........,.B...BBBBB./..BBB..D..B/B........DD/.........../.....C...../...D......./...........
13,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,.B...BBBBB./..BBB..D..B/B........DD/.........../.....C...../...D......./...........,.B...BBBBB./..BB...D..B/B...B....DD/.........../.....C...../...D......./...........
14,Player.HUNTERS,PieceType.DOG,3,5,3,3,,,,.B...BBBBB./..BB...D..B/B...B....DD/.........../.....C...../...D......./...........,.B...BBBBB./..BB...D..B/B...B....DD/...D......./.....C...../.........../...........
15,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,.B...BBBBB./..BB...D..B/B...B....DD/...D......./.....C...../.........../...........,.B....BBBB./..BB.B.D..B/B...B....DD/...D......./.....C...../.........../...........
16,Player.HUNTERS,PieceType.CHIEF,5,4,4,5,,,,.B....BBBB./..BB.B.D..B/B...B....DD/...D......./.....C...../.........../...........,.B....BBBB./..BB.B.D..B/B...B....DD/...D......./.........../....C....../...........
