move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.CHIEF,5,5,4,4,,,,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../....C....../...DD.DD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,.BBBBBBBBBB/B........../.........../.........../....C....../...DD.DD.../...........,.BBBBB.BBBB/B.....B..../.........../.........../....C....../...DD.DD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,9,5,,,,.BBBBB.BBBB/B.....B..../.........../.........../....C....../...DD.DD.../...........,.BBBBB.BBBB/B.....B..../.........../.........../....C....../...DD.D..D./...........
5,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,.BBBBB.BBBB/B.....B..../.........../.........../....C....../...DD.D..D./...........,.BBBBB.B.BB/B.....B.B../.........../.........../....C....../...DD.D..D./...........
6,Player.HUNTERS,PieceType.DOG,9,5,9,3,,,,.BBBBB.B.BB/B.....B.B../.........../.........../....C....../...DD.D..D./...........,.BBBBB.B.BB/B.....B.B../.........../.........D./....C....../...DD.D..../...........
7,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,.BBBBB.B.BB/B.....B.B../.........../.........D./....C....../...DD.D..../...........,.BB.BB.B.BB/B..B..B.B../.........../.........D./....C....../...DD.D..../...........
8,Player.HUNTERS,PieceType.DOG,9,3,6,3,,,,.BB.BB.B.BB/B..B..B.B../.........../.........D./....C....../...DD.D..../...........,.BB.BB.B.BB/B..B..B.B../.........../......D..../....C....../...DD.D..../...........
9,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,.BB.BB.B.BB/B..B..B.B../.........../......D..../....C....../...DD.D..../...........,.BB.BB.B.BB/B..B..B..../........B../......D..../....C....../...DD.D..../...........
10,Player.HUNTERS,PieceType.DOG,6,5,9,2,,,,.BB.BB.B.BB/B..B..B..../........B../......D..../....C....../...DD.D..../...........,.BB.BB.B.BB/B..B..B..../........BD./......D..../....C....../...DD....../...........
