move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBB.BBB/.......B.../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,8,3,,,,BBBBBBB.BBB/.......B.../.........../.........../.........../...DDCDD.../...........,BBBBBBB.BBB/.......B.../.........../........D../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,BBBBBBB.BBB/.......B.../.........../........D../.........../...DDC.D.../...........,BBBBBBB.BBB/.........../.......B.../........D../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,8,3,7,4,,,,BBBBBBB.BBB/.........../.......B.../........D../.........../...DDC.D.../...........,BBBBBBB.BBB/.........../.......B.../.........../.......D.../...DDC.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBBBBBB.BBB/.........../.......B.../.........../.......D.../...DDC.D.../...........,BBBBBBB.B.B/.........B./.......B.../.........../.......D.../...DDC.D.../...........
6,Player.HUNTERS,PieceType.DOG,7,4,9,4,,,,BBBBBBB.B.B/.........B./.......B.../.........../.......D.../...DDC.D.../...........,BBBBBBB.B.B/.........B./.......B.../.........../.........D./...DDC.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BBBBBBB.B.B/.........B./.......B.../.........../.........D./...DDC.D.../...........,BBBBBB..B.B/......B..B./.......B.../.........../.........D./...DDC.D.../...........
8,Player.HUNTERS,PieceType.DOG,3,5,2,5,,,,BBBBBB..B.B/......B..B./.......B.../.........../.........D./...DDC.D.../...........,BBBBBB..B.B/......B..B./.......B.../.........../.........D./..D.DC.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,BBBBBB..B.B/......B..B./.......B.../.........../.........D./..D.DC.D.../...........,BBBBBB..B.B/.........B./......BB.../.........../.........D./..D.DC.D.../...........
10,Player.HUNTERS,PieceType.DOG,9,4,9,3,,,,BBBBBB..B.B/.........B./......BB.../.........../.........D./..D.DC.D.../...........,BBBBBB..B.B/.........B./......BB.../.........D./.........../..D.DC.D.../...........
