move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BB.BBBBBBBB/..B......../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.CHIEF,5,5,5,4,,,,BB.BBBBBBBB/..B......../.........../.........../.........../...DDCDD.../...........,BB.BBBBBBBB/..B......../.........../.........../.....C...../...DD.DD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,BB.BBBBBBBB/..B......../.........../.........../.....C...../...DD.DD.../...........,BB.BBBBBBBB/.........../..B......../.........../.....C...../...DD.DD.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,4,3,,,,BB.BBBBBBBB/.........../..B......../.........../.....C...../...DD.DD.../...........,BB.BBBBBBBB/.........../..B......../....D....../.....C...../...D..DD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BB.BBBBBBBB/.........../..B......../....D....../.....C...../...D..DD.../...........,BB.BBBBBB.B/.........B./..B......../....D....../.....C...../...D..DD.../...........
6,Player.HUNTERS,PieceType.CHIEF,5,4,4,4,,,,BB.BBBBBB.B/.........B./..B......../....D....../.....C...../...D..DD.../...........,BB.BBBBBB.B/.........B./..B......../....D....../....C....../...D..DD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB.BBBBBB.B/.........B./..B......../....D....../....C....../...D..DD.../...........,.B.BBBBBB.B/B........B./..B......../....D....../....C....../...D..DD.../...........
8,Player.HUNTERS,PieceType.DOG,7,5,7,4,,,,.B.BBBBBB.B/B........B./..B......../....D....../....C....../...D..DD.../...........,.B.BBBBBB.B/B........B./..B......../....D....../....C..D.../...D..D..../...........
9,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,.B.BBBBBB.B/B........B./..B......../....D....../....C..D.../...D..D..../...........,.B..BBBBB.B/B..B.....B./..B......../....D....../....C..D.../...D..D..../...........
10,Player.HUNTERS,PieceType.DOG,4,3,2,5,,,,.B..BBBBB.B/B..B.....B./..B......../....D....../....C..D.../...D..D..../...........,.B..BBBBB.B/B..B.....B./..B......../.........../....C..D.../..DD..D..../...........
