move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBB.B/.........B./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,BBBBBBBBB.B/.........B./.........../.........../.........../...DDCDD.../...........,BBBBBBBBB.B/.........B./.........../.........../....D....../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBB.B/.........B./.........../.........../....D....../...D.CDD.../...........,BBBB.BBBB.B/....B....B./.........../.........../....D....../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,3,5,3,1,,,,BBBB.BBBB.B/....B....B./.........../.........../....D....../...D.CDD.../...........,BBBB.BBBB.B/...DB....B./.........../.........../....D....../.....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBB.BBBB.B/...DB....B./.........../.........../....D....../.....CDD.../...........,BBBB.BBB..B/...DB...BB./.........../.........../....D....../.....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,4,4,5,4,,,,BBBB.BBB..B/...DB...BB./.........../.........../....D....../.....CDD.../...........,BBBB.BBB..B/...DB...BB./.........../.........../.....D...../.....CDD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBB.BBB..B/...DB...BB./.........../.........../.....D...../.....CDD.../...........,BB.B.BBB..B/..BDB...BB./.........../.........../.....D...../.....CDD.../...........
8,Player.HUNTERS,PieceType.DOG,6,5,7,4,,,,BB.B.BBB..B/..BDB...BB./.........../.........../.....D...../.....CDD.../...........,BB.B.BBB..B/..BDB...BB./.........../.........../.....D.D.../.....C.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,BB.B.BBB..B/..BDB...BB./.........../.........../.....D.D.../.....C.D.../...........,BB.B.BBB..B/...DB...BB./..B......../.........../.....D.D.../.....C.D.../...........
10,Player.HUNTERS,PieceType.DOG,3,1,5,3,,,,BB.B.BBB..B/...DB...BB./..B......../.........../.....D.D.../.....C.D.../...........,BB.B.BBB..B/....B...BB./..B......../.....D...../.....D.D.../.....C.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BB.B.BBB..B/....B...BB./..B......../.....D...../.....D.D.../.....C.D.../...........,BB...BBB..B/...BB...BB./..B......../.....D...../.....D.D.../.....C.D.../...........
