move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBB.BBBBBBB/...B......./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,BBB.BBBBBBB/...B......./.........../.........../.........../...DDCDD.../...........,BBB.BBBBBBB/...B......./.........../.........../....D....../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBB.BBBBBBB/...B......./.........../.........../....D....../...D.CDD.../...........,BB..BBBBBBB/..BB......./.........../.........../....D....../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,3,5,2,4,,,,BB..BBBBBBB/..BB......./.........../.........../....D....../...D.CDD.../...........,BB..BBBBBBB/..BB......./.........../.........../..D.D....../.....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,BB..BBBBBBB/..BB......./.........../.........../..D.D....../.....CDD.../...........,BB..BBBBBBB/...B......./..B......../.........../..D.D....../.....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,4,4,3,3,,,,BB..BBBBBBB/...B......./..B......../.........../..D.D....../.....CDD.../...........,BB..BBBBBBB/...B......./..B......../...D......./..D......../.....CDD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BB..BBBBBBB/...B......./..B......../...D......./..D......../.....CDD.../...........,B...BBBBBBB/.B.B......./..B......../...D......./..D......../.....CDD.../...........
8,Player.HUNTERS,PieceType.DOG,3,3,5,3,,,,B...BBBBBBB/.B.B......./..B......../...D......./..D......../.....CDD.../...........,B...BBBBBBB/.B.B......./..B......../.....D...../..D......../.....CDD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B...BBBBBBB/.B.B......./..B......../.....D...../..D......../.....CDD.../...........,....BBBBBBB/BB.B......./..B......../.....D...../..D......../.....CDD.../...........
10,Player.HUNTERS,PieceType.DOG,6,5,6,1,,,,....BBBBBBB/BB.B......./..B......../.....D...../..D......../.....CDD.../...........,....BBBBBBB/BB.B..D..../..B......../.....D...../..D......../.....C.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,....BBBBBBB/BB.B..D..../..B......../.....D...../..D......../.....C.D.../...........,....BBBB.BB/BB.B..D.B../..B......../.....D...../..D......../.....C.D.../...........
12,Player.HUNTERS,PieceType.DOG,7,5,8,5,,,,....BBBB.BB/BB.B..D.B../..B......../.....D...../..D......../.....C.D.../...........,....BBBB.BB/BB.B..D.B../..B......../.....D...../..D......../.....C..D../...........
13,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,....BBBB.BB/BB.B..D.B../..B......../.....D...../..D......../.....C..D../...........,....BBBB.BB/.B.B..D.B../B.B......../.....D...../..D......../.....C..D../...........
14,Player.HUNTERS,PieceType.DOG,6,1,7,2,,,,....BBBB.BB/.B.B..D.B../B.B......../.....D...../..D......../.....C..D../...........,....BBBB.BB/.B.B....B../B.B....D.../.....D...../..D......../.....C..D../...........
15,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,....BBBB.BB/.B.B....B../B.B....D.../.....D...../..D......../.....C..D../...........,....BBBB..B/.B.B....BB./B.B....D.../.....D...../..D......../.....C..D../...........
16,Player.HUNTERS,PieceType.DOG,5,3,3,3,,,,....BBBB..B/.B.B....BB./B.B....D.../.....D...../..D......../.....C..D../...........,....BBBB..B/.B.B....BB./B.B....D.../...D......./..D......../.....C..D../...........
17,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,....BBBB..B/.B.B....BB./B.B....D.../...D......./..D......../.....C..D../...........,....B.BB..B/.B.B.B..BB./B.B....D.../...D......./..D......../.....C..D../...........
18,Player.HUNTERS,PieceType.DOG,7,2,7,1,,,,....B.BB..B/.B.B.B..BB./B.B....D.../...D......./..D......../.....C..D../...........,....B.BB..B/.B.B.B.DBB./B.B......../...D......./..D......../.....C..D../...........
19,Player.BUFFALO,PieceType.BUFFALO,3,1,3,2,,,,....B.BB..B/.B.B.B.DBB./B.B......../...D......./..D......../.....C..D../...........,....B.BB..B/.B...B.DBB./B.BB......./...D......./..D......../.....C..D../...........
20,Player.HUNTERS,PieceType.DOG,8,5,7,4,,,,....B.BB..B/.B...B.DBB./B.BB......./...D......./..D......../.....C..D../...........,....B.BB..B/.B...B.DBB./B.BB......./...D......./..D....D.../.....C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,....B.BB..B/.B...B.DBB./B.BB......./...D......./..D....D.../.....C...../...........,....B.BB..B/.....B.DBB./BBBB......./...D......./..D....D.../.....C...../...........
22,Player.HUNTERS,PieceType.DOG,7,4,8,4,,,,....B.BB..B/.....B.DBB./BBBB......./...D......./..D....D.../.....C...../...........,....B.BB..B/.....B.DBB./BBBB......./...D......./..D.....D../.....C...../...........
23,Player.BUFFALO,PieceType.BUFFALO,0,2,0,3,,,,....B.BB..B/.....B.DBB./BBBB......./...D......./..D.....D../.....C...../...........,....B.BB..B/.....B.DBB./.BBB......./B..D......./..D.....D../.....C...../...........
24,Player.HUNTERS,PieceType.DOG,3,3,4,4,,,,....B.BB..B/.....B.DBB./.BBB......./B..D......./..D.....D../.....C...../...........,....B.BB..B/.....B.DBB./.BBB......./B........../..D.D...D../.....C...../...........
25,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,....B.BB..B/.....B.DBB./.BBB......./B........../..D.D...D../.....C...../...........,....B.BB..B/.....B.D.B./.BBB....B../B........../..D.D...D../.....C...../...........
26,Player.HUNTERS,PieceType.DOG,4,4,4,3,,,,....B.BB..B/.....B.D.B./.BBB....B../B........../..D.D...D../.....C...../...........,....B.BB..B/.....B.D.B./.BBB....B../B...D....../..D.....D../.....C...../...........
27,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,....B.BB..B/.....B.D.B./.BBB....B../B...D....../..D.....D../.....C...../...........,....B.BB..B/.......D.B./.BBB.B..B../B...D....../..D.....D../.....C...../...........
28,Player.HUNTERS,PieceType.DOG,8,4,9,3,,,,....B.BB..B/.......D.B./.BBB.B..B../B...D....../..D.....D../.....C...../...........,....B.BB..B/.......D.B./.BBB.B..B../B...D....D./..D......../.....C...../...........
29,Player.BUFFALO,PieceType.BUFFALO,9,1,9,2,,,,....B.BB..B/.......D.B./.BBB.B..B../B...D....D./..D......../.....C...../...........,....B.BB..B/.......D.../.BBB.B..BB./B...D....D./..D......../.....C...../...........
30,Player.HUNTERS,PieceType.DOG,4,3,4,1,,,,....B.BB..B/.......D.../.BBB.B..BB./B...D....D./..D......../.....C...../...........,....B.BB..B/....D..D.../.BBB.B..BB./B........D./..D......../.....C...../...........
