move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,0,1,,,,BBBBBB.BBBB/......B..../.........../.........../.........../...DDCDD.../...........,BBBBBB.BBBB/D.....B..../.........../.........../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBB.BBBB/D.....B..../.........../.........../.........../...D.CDD.../...........,BBBB.B.BBBB/D...B.B..../.........../.........../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,3,5,3,2,,,,BBBB.B.BBBB/D...B.B..../.........../.........../.........../...D.CDD.../...........,BBBB.B.BBBB/D...B.B..../...D......./.........../.........../.....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBB.B.BBBB/D...B.B..../...D......./.........../.........../.....CDD.../...........,B.BB.B.BBBB/DB..B.B..../...D......./.........../.........../.....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,3,2,5,2,,,,B.BB.B.BBBB/DB..B.B..../...D......./.........../.........../.....CDD.../...........,B.BB.B.BBBB/DB..B.B..../.....D...../.........../.........../.....CDD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,B.BB.B.BBBB/DB..B.B..../.....D...../.........../.........../.....CDD.../...........,B.BB...BBBB/DB..BBB..../.....D...../.........../.........../.....CDD.../...........
8,Player.HUNTERS,PieceType.DOG,5,2,4,2,,,,B.BB...BBBB/DB..BBB..../.....D...../.........../.........../.....CDD.../...........,B.BB...BBBB/DB..BBB..../....D....../.........../.........../.....CDD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,B.BB...BBBB/DB..BBB..../....D....../.........../.........../.....CDD.../...........,B.BB...BBBB/DB..B.B..../....DB...../.........../.........../.....CDD.../...........
10,Player.HUNTERS,PieceType.DOG,7,5,5,3,,,,B.BB...BBBB/DB..B.B..../....DB...../.........../.........../.....CDD.../...........,B.BB...BBBB/DB..B.B..../....DB...../.....D...../.........../.....CD..../...........
11,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,B.BB...BBBB/DB..B.B..../....DB...../.....D...../.........../.....CD..../...........,B.BB...B.BB/DB..B.B.B../....DB...../.....D...../.........../.....CD..../...........
12,Player.HUNTERS,PieceType.DOG,5,3,3,3,,,,B.BB...B.BB/DB..B.B.B../....DB...../.....D...../.........../.....CD..../...........,B.BB...B.BB/DB..B.B.B../....DB...../...D......./.........../.....CD..../...........
13,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,B.BB...B.BB/DB..B.B.B../....DB...../...D......./.........../.....CD..../...........,B.B....B.BB/DB.BB.B.B../....DB...../...D......./.........../.....CD..../...........
14,Player.HUNTERS,PieceType.DOG,6,5,8,3,,,,B.B....B.BB/DB.BB.B.B../....DB...../...D......./.........../.....CD..../...........,B.B....B.BB/DB.BB.B.B../....DB...../...D....D../.........../.....C...../...........
