move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.CHIEF,5,5,4,4,,,,BBBBBBBBBB./..........B/.........../.........../.........../...DDCDD.../...........,BBBBBBBBBB./..........B/.........../.........../....C....../...DD.DD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,BBBBBBBBBB./..........B/.........../.........../....C....../...DD.DD.../...........,BBBBBB.BBB./......B...B/.........../.........../....C....../...DD.DD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,7,3,,,,BBBBBB.BBB./......B...B/.........../.........../....C....../...DD.DD.../...........,BBBBBB.BBB./......B...B/.........../.......D.../....C....../...DD.D..../...........
5,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBBBB.BBB./......B...B/.........../.......D.../....C....../...DD.D..../...........,BB.BBB.BBB./..B...B...B/.........../.......D.../....C....../...DD.D..../...........
6,Player.HUNTERS,PieceType.DOG,3,5,3,2,,,,BB.BBB.BBB./..B...B...B/.........../.......D.../....C....../...DD.D..../...........,BB.BBB.BBB./..B...B...B/...D......./.......D.../....C....../....D.D..../...........
7,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BB.BBB.BBB./..B...B...B/...D......./.......D.../....C....../....D.D..../...........,BB..BB.BBB./..BB..B...B/...D......./.......D.../....C....../....D.D..../...........
8,Player.HUNTERS,PieceType.DOG,7,3,6,2,,,,BB..BB.BBB./..BB..B...B/...D......./.......D.../....C....../....D.D..../...........,BB..BB.BBB./..BB..B...B/...D..D..../.........../....C....../....D.D..../...........
9,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BB..BB.BBB./..BB..B...B/...D..D..../.........../....C....../....D.D..../...........,BB..BB..BB./..BB..BB..B/...D..D..../.........../....C....../....D.D..../...........
10,Player.HUNTERS,PieceType.DOG,6,2,4,2,,,,BB..BB..BB./..BB..BB..B/...D..D..../.........../....C....../....D.D..../...........,BB..BB..BB./..BB..BB..B/...DD....../.........../....C....../....D.D..../...........
