move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,1,3,,,,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.D........./.........../....DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBB.BBBBBB/....B....../.........../.D........./.........../....DCDD.../...........,BBBB..BBBBB/....BB...../.........../.D........./.........../....DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,5,3,,,,BBBB..BBBBB/....BB...../.........../.D........./.........../....DCDD.../...........,BBBB..BBBBB/....BB...../.........../.D...D...../.........../....DCD..../...........
5,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBBB..BBBBB/....BB...../.........../.D...D...../.........../....DCD..../...........,BBBB..B.BBB/....BB.B.../.........../.D...D...../.........../....DCD..../...........
6,Player.HUNTERS,PieceType.DOG,1,3,0,4,,,,BBBB..B.BBB/....BB.B.../.........../.D...D...../.........../....DCD..../...........,BBBB..B.BBB/....BB.B.../.........../.....D...../D........../....DCD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBB..B.BBB/....BB.B.../.........../.....D...../D........../....DCD..../...........,BBB...B.BBB/...BBB.B.../.........../.....D...../D........../....DCD..../...........
8,Player.HUNTERS,PieceType.DOG,4,5,0,5,,,,BBB...B.BBB/...BBB.B.../.........../.....D...../D........../....DCD..../...........,BBB...B.BBB/...BBB.B.../.........../.....D...../D........../D....CD..../...........
9,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,BBB...B.BBB/...BBB.B.../.........../.....D...../D........../D....CD..../...........,BBB...B.BBB/...BBB...../.......B.../.....D...../D........../D....CD..../...........
10,Player.HUNTERS,PieceType.DOG,6,5,9,5,,,,BBB...B.BBB/...BBB...../.......B.../.....D...../D........../D....CD..../...........,BBB...B.BBB/...BBB...../.......B.../.....D...../D........../D....C...D./...........
11,Player.BUFFALO,PieceType.BUFFALO,7,2,7,3,,,,BBB...B.BBB/...BBB...../.......B.../.....D...../D........../D....C...D./...........,BBB...B.BBB/...BBB...../.........../.....D.B.../D........../D....C...D./...........
