move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBB.BBB/.......B.../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,BBBBBBB.BBB/.......B.../.........../.........../.........../...DDCDD.../...........,BBBBBBB.BBB/.......B.../.........../.........../....D....../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBBBBB.BBB/.......B.../.........../.........../....D....../...D.CDD.../...........,BBBBB.B.BBB/.....B.B.../.........../.........../....D....../...D.CDD.../...........
4,Player.HUNTERS,PieceType.CHIEF,5,5,4,5,,,,BBBBB.B.BBB/.....B.B.../.........../.........../....D....../...D.CDD.../...........,BBBBB.B.BBB/.....B.B.../.........../.........../....D....../...DC.DD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,BBBBB.B.BBB/.....B.B.../.........../.........../....D....../...DC.DD.../...........,BBBBB.B.BBB/.......B.../.....B...../.........../....D....../...DC.DD.../...........
6,Player.HUNTERS,PieceType.DOG,6,5,6,4,,,,BBBBB.B.BBB/.......B.../.....B...../.........../....D....../...DC.DD.../...........,BBBBB.B.BBB/.......B.../.....B...../.........../....D.D..../...DC..D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBBBB.B.BBB/.......B.../.....B...../.........../....D.D..../...DC..D.../...........,BBBBB.B.B.B/.......B.B./.....B...../.........../....D.D..../...DC..D.../...........
8,Player.HUNTERS,PieceType.DOG,6,4,9,4,,,,BBBBB.B.B.B/.......B.B./.....B...../.........../....D.D..../...DC..D.../...........,BBBBB.B.B.B/.......B.B./.....B...../.........../....D....D./...DC..D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBBB.B.B.B/.......B.B./.....B...../.........../....D....D./...DC..D.../...........,BBB.B.B.B.B/...B...B.B./.....B...../.........../....D....D./...DC..D.../...........
10,Player.HUNTERS,PieceType.DOG,9,4,6,1,,,,BBB.B.B.B.B/...B...B.B./.....B...../.........../....D....D./...DC..D.../...........,BBB.B.B.B.B/...B..DB.B./.....B...../.........../....D....../...DC..D.../...........
