move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,8,3,,,,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../........D../.........../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBB.BBBBBB/....B....../.........../........D../.........../...DDC.D.../...........,BB.B.BBBBBB/..B.B....../.........../........D../.........../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,8,1,,,,BB.B.BBBBBB/..B.B....../.........../........D../.........../...DDC.D.../...........,BB.B.BBBBBB/..B.B...D../.........../........D../.........../...D.C.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BB.B.BBBBBB/..B.B...D../.........../........D../.........../...D.C.D.../...........,BB.B..BBBBB/..B.BB..D../.........../........D../.........../...D.C.D.../...........
6,Player.HUNTERS,PieceType.DOG,8,3,9,2,,,,BB.B..BBBBB/..B.BB..D../.........../........D../.........../...D.C.D.../...........,BB.B..BBBBB/..B.BB..D../.........D./.........../.........../...D.C.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB.B..BBBBB/..B.BB..D../.........D./.........../.........../...D.C.D.../...........,.B.B..BBBBB/B.B.BB..D../.........D./.........../.........../...D.C.D.../...........
8,Player.HUNTERS,PieceType.DOG,9,2,6,5,,,,.B.B..BBBBB/B.B.BB..D../.........D./.........../.........../...D.C.D.../...........,.B.B..BBBBB/B.B.BB..D../.........../.........../.........../...D.CDD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,.B.B..BBBBB/B.B.BB..D../.........../.........../.........../...D.CDD.../...........,.B.B..BBB.B/B.B.BB..DB./.........../.........../.........../...D.CDD.../...........
10,Player.HUNTERS,PieceType.DOG,6,5,6,1,,,,.B.B..BBB.B/B.B.BB..DB./.........../.........../.........../...D.CDD.../...........,.B.B..BBB.B/B.B.BBD.DB./.........../.........../.........../...D.C.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,.B.B..BBB.B/B.B.BBD.DB./.........../.........../.........../...D.C.D.../...........,.B.B..BBB.B/B.B.B.D.DB./.....B...../.........../.........../...D.C.D.../...........
12,Player.HUNTERS,PieceType.DOG,7,5,10,2,,,,.B.B..BBB.B/B.B.B.D.DB./.....B...../.........../.........../...D.C.D.../...........,.B.B..BBB.B/B.B.B.D.DB./.....B....D/.........../.........../...D.C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,9,1,9,2,,,,.B.B..BBB.B/B.B.B.D.DB./.....B....D/.........../.........../...D.C...../...........,.B.B..BBB.B/B.B.B.D.D../.....B...BD/.........../.........../...D.C...../...........
14,Player.HUNTERS,PieceType.DOG,6,1,6,5,,,,.B.B..BBB.B/B.B.B.D.D../.....B...BD/.........../.........../...D.C...../...........,.B.B..BBB.B/B.B.B...D../.....B...BD/.........../.........../...D.CD..../...........
15,Player.BUFFALO,PieceType.BUFFALO,9,2,9,3,,,,.B.B..BBB.B/B.B.B...D../.....B...BD/.........../.........../...D.CD..../...........,.B.B..BBB.B/B.B.B...D../.....B....D/.........B./.........../...D.CD..../...........
