move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BB.BBBBBBBB/..B......../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,0,1,,,,BB.BBBBBBBB/..B......../.........../.........../.........../...DDCDD.../...........,BB.BBBBBBBB/D.B......../.........../.........../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BB.BBBBBBBB/D.B......../.........../.........../.........../...D.CDD.../...........,BB.B.BBBBBB/D.B.B....../.........../.........../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,0,1,0,4,,,,BB.B.BBBBBB/D.B.B....../.........../.........../.........../...D.CDD.../...........,BB.B.BBBBBB/..B.B....../.........../.........../D........../...D.CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BB.B.BBBBBB/..B.B....../.........../.........../D........../...D.CDD.../...........,BB.B..BBBBB/..B.BB...../.........../.........../D........../...D.CDD.../...........
6,Player.HUNTERS,PieceType.DOG,3,5,5,3,,,,BB.B..BBBBB/..B.BB...../.........../.........../D........../...D.CDD.../...........,BB.B..BBBBB/..B.BB...../.........../.....D...../D........../.....CDD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BB.B..BBBBB/..B.BB...../.........../.....D...../D........../.....CDD.../...........,BB.B..BBBB./..B.BB....B/.........../.....D...../D........../.....CDD.../...........
8,Player.HUNTERS,PieceType.DOG,0,4,3,1,,,,BB.B..BBBB./..B.BB....B/.........../.....D...../D........../.....CDD.../...........,BB.B..BBBB./..BDBB....B/.........../.....D...../.........../.....CDD.../...........
9,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,BB.B..BBBB./..BDBB....B/.........../.....D...../.........../.....CDD.../...........,BB.B..BBBB./..BD.B....B/....B....../.....D...../.........../.....CDD.../...........
10,Player.HUNTERS,PieceType.DOG,3,1,3,4,,,,BB.B..BBBB./..BD.B....B/....B....../.....D...../.........../.....CDD.../...........,BB.B..BBBB./..B..B....B/....B....../.....D...../...D......./.....CDD.../...........
11,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BB.B..BBBB./..B..B....B/....B....../.....D...../...D......./.....CDD.../...........,BB.B..BB.B./..B..B..B.B/....B....../.....D...../...D......./.....CDD.../...........
12,Player.HUNTERS,PieceType.DOG,7,5,7,1,,,,BB.B..BB.B./..B..B..B.B/....B....../.....D...../...D......./.....CDD.../...........,BB.B..BB.B./..B..B.DB.B/....B....../.....D...../...D......./.....CD..../...........
