move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../..D......../.........../...D.CDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBB.BBBBBB/....B....../.........../..D......../.........../...D.CDD.../...........,BBBB.BBB.BB/....B...B../.........../..D......../.........../...D.CDD.../...........
4,Player.HUNTERS,PieceType.DOG,3,5,3,4,,,,BBBB.BBB.BB/....B...B../.........../..D......../.........../...D.CDD.../...........,BBBB.BBB.BB/....B...B../.........../..D......../...D......./.....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBB.BBB.BB/....B...B../.........../..D......../...D......./.....CDD.../...........,BBB..BBB.BB/...BB...B../.........../..D......../...D......./.....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,7,5,7,1,,,,BBB..BBB.BB/...BB...B../.........../..D......../...D......./.....CDD.../...........,BBB..BBB.BB/...BB..DB../.........../..D......../...D......./.....CD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBB..BBB.BB/...BB..DB../.........../..D......../...D......./.....CD..../...........,BB...BBB.BB/..BBB..DB../.........../..D......../...D......./.....CD..../...........
8,Player.HUNTERS,PieceType.DOG,7,1,7,4,,,,BB...BBB.BB/..BBB..DB../.........../..D......../...D......./.....CD..../...........,BB...BBB.BB/..BBB...B../.........../..D......../...D...D.../.....CD..../...........
9,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BB...BBB.BB/..BBB...B../.........../..D......../...D...D.../.....CD..../...........,BB...BBB.B./..BBB...B.B/.........../..D......../...D...D.../.....CD..../...........
10,Player.HUNTERS,PieceType.CHIEF,5,5,5,4,,,,BB...BBB.B./..BBB...B.B/.........../..D......../...D...D.../.....CD..../...........,BB...BBB.B./..BBB...B.B/.........../..D......../...D.C.D.../......D..../...........
11,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BB...BBB.B./..BBB...B.B/.........../..D......../...D.C.D.../......D..../...........,BB....BB.B./..BBBB..B.B/.........../..D......../...D.C.D.../......D..../...........
12,Player.HUNTERS,PieceType.DOG,2,3,1,2,,,,BB....BB.B./..BBBB..B.B/.........../..D......../...D.C.D.../......D..../...........,BB....BB.B./..BBBB..B.B/.D........./.........../...D.C.D.../......D..../...........
13,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB....BB.B./..BBBB..B.B/.D........./.........../...D.C.D.../......D..../...........,.B....BB.B./B.BBBB..B.B/.D........./.........../...D.C.D.../......D..../...........
14,Player.HUNTERS,PieceType.CHIEF,5,4,5,5,,,,.B....BB.B./B.BBBB..B.B/.D........./.........../...D.C.D.../......D..../...........,.B....BB.B./B.BBBB..B.B/.D........./.........../...D...D.../.....CD..../...........
15,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.B....BB.B./B.BBBB..B.B/.D........./.........../...D...D.../.....CD..../...........,......BB.B./BBBBBB..B.B/.D........./.........../...D...D.../.....CD..../...........
16,Player.HUNTERS,PieceType.DOG,1,2,8,2,,,,......BB.B./BBBBBB..B.B/.D........./.........../...D...D.../.....CD..../...........,......BB.B./BBBBBB..B.B/........D../.........../...D...D.../.....CD..../...........
17,Player.BUFFALO,PieceType.BUFFALO,5,1,5,2,,,,......BB.B./BBBBBB..B.B/........D../.........../...D...D.../.....CD..../...........,......BB.B./BBBBB...B.B/.....B..D../.........../...D...D.../.....CD..../...........
18,Player.HUNTERS,PieceType.DOG,6,5,3,2,,,,......BB.B./BBBBB...B.B/.....B..D../.........../...D...D.../.....CD..../...........,......BB.B./BBBBB...B.B/...D.B..D../.........../...D...D.../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,......BB.B./BBBBB...B.B/...D.B..D../.........../...D...D.../.....C...../...........,.......B.B./BBBBB.B.B.B/...D.B..D../.........../...D...D.../.....C...../...........
20,Player.HUNTERS,PieceType.DOG,3,4,3,3,,,,.......B.B./BBBBB.B.B.B/...D.B..D../.........../...D...D.../.....C...../...........,.......B.B./BBBBB.B.B.B/...D.B..D../...D......./.......D.../.....C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,.......B.B./BBBBB.B.B.B/...D.B..D../...D......./.......D.../.....C...../...........,.......B.B./BBBBB.B.B../...D.B..D.B/...D......./.......D.../.....C...../...........
22,Player.HUNTERS,PieceType.DOG,7,4,7,3,,,,.......B.B./BBBBB.B.B../...D.B..D.B/...D......./.......D.../.....C...../...........,.......B.B./BBBBB.B.B../...D.B..D.B/...D...D.../.........../.....C...../...........
23,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.......B.B./BBBBB.B.B../...D.B..D.B/...D...D.../.........../.....C...../...........,.........B./BBBBB.BBB../...D.B..D.B/...D...D.../.........../.....C...../...........
24,Player.HUNTERS,PieceType.DOG,3,3,3,4,,,,.........B./BBBBB.BBB../...D.B..D.B/...D...D.../.........../.....C...../...........,.........B./BBBBB.BBB../...D.B..D.B/.......D.../...D......./.....C...../...........
25,Player.BUFFALO,PieceType.BUFFALO,7,1,7,2,,,,.........B./BBBBB.BBB../...D.B..D.B/.......D.../...D......./.....C...../...........,.........B./BBBBB.B.B../...D.B.BD.B/.......D.../...D......./.....C...../...........
26,Player.HUNTERS,PieceType.DOG,3,4,4,5,,,,.........B./BBBBB.B.B../...D.B.BD.B/.......D.../...D......./.....C...../...........,.........B./BBBBB.B.B../...D.B.BD.B/.......D.../.........../....DC...../...........
27,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,.........B./BBBBB.B.B../...D.B.BD.B/.......D.../.........../....DC...../...........,.........B./B.BBB.B.B../.B.D.B.BD.B/.......D.../.........../....DC...../...........
28,Player.HUNTERS,PieceType.DOG,4,5,0,5,,,,.........B./B.BBB.B.B../.B.D.B.BD.B/.......D.../.........../....DC...../...........,.........B./B.BBB.B.B../.B.D.B.BD.B/.......D.../.........../D....C...../...........
29,Player.BUFFALO,PieceType.BUFFALO,2,1,2,2,,,,.........B./B.BBB.B.B../.B.D.B.BD.B/.......D.../.........../D....C...../...........,.........B./B..BB.B.B../.BBD.B.BD.B/.......D.../.........../D....C...../...........
30,Player.HUNTERS,PieceType.DOG,8,2,10,4,,,,.........B./B..BB.B.B../.BBD.B.BD.B/.......D.../.........../D....C...../...........,.........B./B..BB.B.B../.BBD.B.B..B/.......D.../..........D/D....C...../...........
