move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,7,1,,,,BBBBB.BBBBB/.....B...../.........../.........../.........../...DDCDD.../...........,BBBBB.BBBBB/.....B.D.../.........../.........../.........../....DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,BBBBB.BBBBB/.....B.D.../.........../.........../.........../....DCDD.../...........,BBB.B.BBBBB/...B.B.D.../.........../.........../.........../....DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,4,2,,,,BBB.B.BBBBB/...B.B.D.../.........../.........../.........../....DCDD.../...........,BBB.B.BBBBB/...B.B.D.../....D....../.........../.........../....DCD..../...........
5,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBB.B.BBBBB/...B.B.D.../....D....../.........../.........../....DCD..../...........,BBB.B.BB.BB/...B.B.DB../....D....../.........../.........../....DCD..../...........
6,Player.HUNTERS,PieceType.DOG,6,5,10,5,,,,BBB.B.BB.BB/...B.B.DB../....D....../.........../.........../....DCD..../...........,BBB.B.BB.BB/...B.B.DB../....D....../.........../.........../....DC....D/...........
7,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBB.B.BB.BB/...B.B.DB../....D....../.........../.........../....DC....D/...........,BBB.B.BB.B./...B.B.DB.B/....D....../.........../.........../....DC....D/...........
8,Player.HUNTERS,PieceType.DOG,4,2,8,2,,,,BBB.B.BB.B./...B.B.DB.B/....D....../.........../.........../....DC....D/...........,BBB.B.BB.B./...B.B.DB.B/........D../.........../.........../....DC....D/...........
9,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,BBB.B.BB.B./...B.B.DB.B/........D../.........../.........../....DC....D/...........,BBB.B.BB.B./...B.B.DB../........D.B/.........../.........../....DC....D/...........
10,Player.HUNTERS,PieceType.DOG,7,1,7,4,,,,BBB.B.BB.B./...B.B.DB../........D.B/.........../.........../....DC....D/...........,BBB.B.BB.B./...B.B..B../........D.B/.........../.......D.../....DC....D/...........
