move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,7,2,,,,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.......D.../.........../.........../...DDCD..../...........
3,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,.BBBBBBBBBB/B........../.......D.../.........../.........../...DDCD..../...........,.BBBBBBB.BB/B.......B../.......D.../.........../.........../...DDCD..../...........
4,Player.HUNTERS,PieceType.DOG,3,5,6,2,,,,.BBBBBBB.BB/B.......B../.......D.../.........../.........../...DDCD..../...........,.BBBBBBB.BB/B.......B../......DD.../.........../.........../....DCD..../...........
5,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.BBBBBBB.BB/B.......B../......DD.../.........../.........../....DCD..../...........,.BBBBBB..BB/B......BB../......DD.../.........../.........../....DCD..../...........
6,Player.HUNTERS,PieceType.DOG,6,2,5,1,,,,.BBBBBB..BB/B......BB../......DD.../.........../.........../....DCD..../...........,.BBBBBB..BB/B....D.BB../.......D.../.........../.........../....DCD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.BBBBBB..BB/B....D.BB../.......D.../.........../.........../....DCD..../...........,..BBBBB..BB/BB...D.BB../.......D.../.........../.........../....DCD..../...........
8,Player.HUNTERS,PieceType.DOG,6,5,7,5,,,,..BBBBB..BB/BB...D.BB../.......D.../.........../.........../....DCD..../...........,..BBBBB..BB/BB...D.BB../.......D.../.........../.........../....DC.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,..BBBBB..BB/BB...D.BB../.......D.../.........../.........../....DC.D.../...........,..B.BBB..BB/BB.B.D.BB../.......D.../.........../.........../....DC.D.../...........
10,Player.HUNTERS,PieceType.DOG,5,1,8,4,,,,..B.BBB..BB/BB.B.D.BB../.......D.../.........../.........../....DC.D.../...........,..B.BBB..BB/BB.B...BB../.......D.../.........../........D../....DC.D.../...........
11,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,..B.BBB..BB/BB.B...BB../.......D.../.........../........D../....DC.D.../...........,..B.B.B..BB/BB.B.B.BB../.......D.../.........../........D../....DC.D.../...........
