move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,0,5,,,,.BBBBBBBBBB/B........../.........../.........../.........../...DDCDD.../...........,.BBBBBBBBBB/B........../.........../.........../.........../D...DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,.BBBBBBBBBB/B........../.........../.........../.........../D...DCDD.../...........,.BBB.BBBBBB/B...B....../.........../.........../.........../D...DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,4,4,,,,.BBB.BBBBBB/B...B....../.........../.........../.........../D...DCDD.../...........,.BBB.BBBBBB/B...B....../.........../.........../....D....../D....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,.BBB.BBBBBB/B...B....../.........../.........../....D....../D....CDD.../...........,.BB..BBBBBB/B..BB....../.........../.........../....D....../D....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,4,4,2,2,,,,.BB..BBBBBB/B..BB....../.........../.........../....D....../D....CDD.../...........,.BB..BBBBBB/B..BB....../..D......../.........../.........../D....CDD.../...........
7,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,.BB..BBBBBB/B..BB....../..D......../.........../.........../D....CDD.../...........,.BB..BBBBB./B..BB.....B/..D......../.........../.........../D....CDD.../...........
8,Player.HUNTERS,PieceType.DOG,7,5,4,2,,,,.BB..BBBBB./B..BB.....B/..D......../.........../.........../D....CDD.../...........,.BB..BBBBB./B..BB.....B/..D.D....../.........../.........../D....CD..../...........
9,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,.BB..BBBBB./B..BB.....B/..D.D....../.........../.........../D....CD..../...........,.BB..BBBBB./B..BB....../..D.D.....B/.........../.........../D....CD..../...........
10,Player.HUNTERS,PieceType.DOG,4,2,2,4,,,,.BB..BBBBB./B..BB....../..D.D.....B/.........../.........../D....CD..../...........,.BB..BBBBB./B..BB....../..D.......B/.........../..D......../D....CD..../...........
11,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.BB..BBBBB./B..BB....../..D.......B/.........../..D......../D....CD..../...........,.BB..BB.BB./B..BB..B.../..D.......B/.........../..D......../D....CD..../...........
12,Player.HUNTERS,PieceType.DOG,6,5,8,3,,,,.BB..BB.BB./B..BB..B.../..D.......B/.........../..D......../D....CD..../...........,.BB..BB.BB./B..BB..B.../..D.......B/........D../..D......../D....C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.BB..BB.BB./B..BB..B.../..D.......B/........D../..D......../D....C...../...........,.BB..BB.BB./...BB..B.../B.D.......B/........D../..D......../D....C...../...........
14,Player.HUNTERS,PieceType.DOG,0,5,3,2,,,,.BB..BB.BB./...BB..B.../B.D.......B/........D../..D......../D....C...../...........,.BB..BB.BB./...BB..B.../B.DD......B/........D../..D......../.....C...../...........
15,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.BB..BB.BB./...BB..B.../B.DD......B/........D../..D......../.....C...../...........,..B..BB.BB./.B.BB..B.../B.DD......B/........D../..D......../.....C...../...........
16,Player.HUNTERS,PieceType.DOG,2,4,3,4,,,,..B..BB.BB./.B.BB..B.../B.DD......B/........D../..D......../.....C...../...........,..B..BB.BB./.B.BB..B.../B.DD......B/........D../...D......./.....C...../...........
