move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,0,5,,,,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../D...DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,BBBB.BBBBBB/....B....../.........../.........../.........../D...DCDD.../...........,BBBB.BBBBB./....B.....B/.........../.........../.........../D...DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,BBBB.BBBBB./....B.....B/.........../.........../.........../D...DCDD.../...........,BBBB.BBBBB./....B.....B/.........../..D......../.........../D....CDD.../...........
5,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,BBBB.BBBBB./....B.....B/.........../..D......../.........../D....CDD.../...........,BBBB.BB.BB./....B..B..B/.........../..D......../.........../D....CDD.../...........
6,Player.HUNTERS,PieceType.DOG,7,5,5,3,,,,BBBB.BB.BB./....B..B..B/.........../..D......../.........../D....CDD.../...........,BBBB.BB.BB./....B..B..B/.........../..D..D...../.........../D....CD..../...........
7,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,BBBB.BB.BB./....B..B..B/.........../..D..D...../.........../D....CD..../...........,BBBB..B.BB./....BB.B..B/.........../..D..D...../.........../D....CD..../...........
8,Player.HUNTERS,PieceType.DOG,5,3,3,5,,,,BBBB..B.BB./....BB.B..B/.........../..D..D...../.........../D....CD..../...........,BBBB..B.BB./....BB.B..B/.........../..D......../.........../D..D.CD..../...........
9,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,BBBB..B.BB./....BB.B..B/.........../..D......../.........../D..D.CD..../...........,BBBB..B.BB./.....B.B..B/....B....../..D......../.........../D..D.CD..../...........
10,Player.HUNTERS,PieceType.DOG,2,3,2,4,,,,BBBB..B.BB./.....B.B..B/....B....../..D......../.........../D..D.CD..../...........,BBBB..B.BB./.....B.B..B/....B....../.........../..D......../D..D.CD..../...........
11,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBBB..B.BB./.....B.B..B/....B....../.........../..D......../D..D.CD..../...........,BBBB..B.B../.....B.B.BB/....B....../.........../..D......../D..D.CD..../...........
12,Player.HUNTERS,PieceType.DOG,3,5,2,5,,,,BBBB..B.B../.....B.B.BB/....B....../.........../..D......../D..D.CD..../...........,BBBB..B.B../.....B.B.BB/....B....../.........../..D......../D.D..CD..../...........
