move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,6,5,6,4,,,,BBBB.BBBBBB/....B....../.........../.........../.........../...DDCDD.../...........,BBBB.BBBBBB/....B....../.........../.........../......D..../...DDC.D.../...........
3,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,BBBB.BBBBBB/....B....../.........../.........../......D..../...DDC.D.../...........,BBBB.BBBB.B/....B....B./.........../.........../......D..../...DDC.D.../...........
4,Player.HUNTERS,PieceType.DOG,7,5,7,2,,,,BBBB.BBBB.B/....B....B./.........../.........../......D..../...DDC.D.../...........,BBBB.BBBB.B/....B....B./.......D.../.........../......D..../...DDC...../...........
5,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBB.BBBB.B/....B....B./.......D.../.........../......D..../...DDC...../...........,B.BB.BBBB.B/.B..B....B./.......D.../.........../......D..../...DDC...../...........
6,Player.HUNTERS,PieceType.CHIEF,5,5,4,4,,,,B.BB.BBBB.B/.B..B....B./.......D.../.........../......D..../...DDC...../...........,B.BB.BBBB.B/.B..B....B./.......D.../.........../....C.D..../...DD....../...........
7,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,B.BB.BBBB.B/.B..B....B./.......D.../.........../....C.D..../...DD....../...........,B.BB.BBB..B/.B..B...BB./.......D.../.........../....C.D..../...DD....../...........
8,Player.HUNTERS,PieceType.DOG,6,4,8,2,,,,B.BB.BBB..B/.B..B...BB./.......D.../.........../....C.D..../...DD....../...........,B.BB.BBB..B/.B..B...BB./.......DD../.........../....C....../...DD....../...........
9,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,B.BB.BBB..B/.B..B...BB./.......DD../.........../....C....../...DD....../...........,B.BB.B.B..B/.B..B.B.BB./.......DD../.........../....C....../...DD....../...........
10,Player.HUNTERS,PieceType.DOG,8,2,6,4,,,,B.BB.B.B..B/.B..B.B.BB./.......DD../.........../....C....../...DD....../...........,B.BB.B.B..B/.B..B.B.BB./.......D.../.........../....C.D..../...DD....../...........
11,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,B.BB.B.B..B/.B..B.B.BB./.......D.../.........../....C.D..../...DD....../...........,B.BB.B.B..B/.B..B.B..B./.......DB../.........../....C.D..../...DD....../...........
12,Player.HUNTERS,PieceType.CHIEF,4,4,4,3,,,,B.BB.B.B..B/.B..B.B..B./.......DB../.........../....C.D..../...DD....../...........,B.BB.B.B..B/.B..B.B..B./.......DB../....C....../......D..../...DD....../...........
13,Player.BUFFALO,PieceType.BUFFALO,8,2,8,3,,,,B.BB.B.B..B/.B..B.B..B./.......DB../....C....../......D..../...DD....../...........,B.BB.B.B..B/.B..B.B..B./.......D.../....C...B../......D..../...DD....../...........
14,Player.HUNTERS,PieceType.DOG,3,5,2,5,,,,B.BB.B.B..B/.B..B.B..B./.......D.../....C...B../......D..../...DD....../...........,B.BB.B.B..B/.B..B.B..B./.......D.../....C...B../......D..../..D.D....../...........
15,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,B.BB.B.B..B/.B..B.B..B./.......D.../....C...B../......D..../..D.D....../...........,B.BB.B....B/.B..B.BB.B./.......D.../....C...B../......D..../..D.D....../...........
16,Player.HUNTERS,PieceType.DOG,2,5,3,4,,,,B.BB.B....B/.B..B.BB.B./.......D.../....C...B../......D..../..D.D....../...........,B.BB.B....B/.B..B.BB.B./.......D.../....C...B../...D..D..../....D....../...........
17,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,B.BB.B....B/.B..B.BB.B./.......D.../....C...B../...D..D..../....D....../...........,B.BB......B/.B..BBBB.B./.......D.../....C...B../...D..D..../....D....../...........
18,Player.HUNTERS,PieceType.CHIEF,4,3,5,3,,,,B.BB......B/.B..BBBB.B./.......D.../....C...B../...D..D..../....D....../...........,B.BB......B/.B..BBBB.B./.......D.../.....C..B../...D..D..../....D....../...........
19,Player.BUFFALO,PieceType.BUFFALO,8,3,8,4,,,,B.BB......B/.B..BBBB.B./.......D.../.....C..B../...D..D..../....D....../...........,B.BB......B/.B..BBBB.B./.......D.../.....C...../...D..D.B../....D....../...........
