move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,8,0,8,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,7,5,3,1,,,,BBBBBBBB.BB/........B../.........../.........../.........../...DDCDD.../...........,BBBBBBBB.BB/...D....B../.........../.........../.........../...DDCD..../...........
3,Player.BUFFALO,PieceType.BUFFALO,2,0,2,1,,,,BBBBBBBB.BB/...D....B../.........../.........../.........../...DDCD..../...........,BB.BBBBB.BB/..BD....B../.........../.........../.........../...DDCD..../...........
4,Player.HUNTERS,PieceType.DOG,6,5,6,4,,,,BB.BBBBB.BB/..BD....B../.........../.........../.........../...DDCD..../...........,BB.BBBBB.BB/..BD....B../.........../.........../......D..../...DDC...../...........
5,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,BB.BBBBB.BB/..BD....B../.........../.........../......D..../...DDC...../...........,.B.BBBBB.BB/B.BD....B../.........../.........../......D..../...DDC...../...........
6,Player.HUNTERS,PieceType.DOG,3,1,3,3,,,,.B.BBBBB.BB/B.BD....B../.........../.........../......D..../...DDC...../...........,.B.BBBBB.BB/B.B.....B../.........../...D......./......D..../...DDC...../...........
7,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,.B.BBBBB.BB/B.B.....B../.........../...D......./......D..../...DDC...../...........,.B.BBBBB.B./B.B.....B.B/.........../...D......./......D..../...DDC...../...........
8,Player.HUNTERS,PieceType.DOG,3,5,6,2,,,,.B.BBBBB.B./B.B.....B.B/.........../...D......./......D..../...DDC...../...........,.B.BBBBB.B./B.B.....B.B/......D..../...D......./......D..../....DC...../...........
9,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,.B.BBBBB.B./B.B.....B.B/......D..../...D......./......D..../....DC...../...........,.B.B.BBB.B./B.B.B...B.B/......D..../...D......./......D..../....DC...../...........
10,Player.HUNTERS,PieceType.DOG,3,3,4,3,,,,.B.B.BBB.B./B.B.B...B.B/......D..../...D......./......D..../....DC...../...........,.B.B.BBB.B./B.B.B...B.B/......D..../....D....../......D..../....DC...../...........
11,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,.B.B.BBB.B./B.B.B...B.B/......D..../....D....../......D..../....DC...../...........,.B.B.B.B.B./B.B.B.B.B.B/......D..../....D....../......D..../....DC...../...........
12,Player.HUNTERS,PieceType.DOG,6,4,1,4,,,,.B.B.B.B.B./B.B.B.B.B.B/......D..../....D....../......D..../....DC...../...........,.B.B.B.B.B./B.B.B.B.B.B/......D..../....D....../.D........./....DC...../...........
13,Player.BUFFALO,PieceType.BUFFALO,0,1,0,2,,,,.B.B.B.B.B./B.B.B.B.B.B/......D..../....D....../.D........./....DC...../...........,.B.B.B.B.B./..B.B.B.B.B/B.....D..../....D....../.D........./....DC...../...........
14,Player.HUNTERS,PieceType.DOG,1,4,1,2,,,,.B.B.B.B.B./..B.B.B.B.B/B.....D..../....D....../.D........./....DC...../...........,.B.B.B.B.B./..B.B.B.B.B/BD....D..../....D....../.........../....DC...../...........
15,Player.BUFFALO,PieceType.BUFFALO,0,2,0,3,,,,.B.B.B.B.B./..B.B.B.B.B/BD....D..../....D....../.........../....DC...../...........,.B.B.B.B.B./..B.B.B.B.B/.D....D..../B...D....../.........../....DC...../...........
16,Player.HUNTERS,PieceType.DOG,4,5,2,3,,,,.B.B.B.B.B./..B.B.B.B.B/.D....D..../B...D....../.........../....DC...../...........,.B.B.B.B.B./..B.B.B.B.B/.D....D..../B.D.D....../.........../.....C...../...........
17,Player.BUFFALO,PieceType.BUFFALO,7,0,7,1,,,,.B.B.B.B.B./..B.B.B.B.B/.D....D..../B.D.D....../.........../.....C...../...........,.B.B.B...B./..B.B.BBB.B/.D....D..../B.D.D....../.........../.....C...../...........
18,Player.HUNTERS,PieceType.DOG,4,3,4,4,,,,.B.B.B...B./..B.B.BBB.B/.D....D..../B.D.D....../.........../.....C...../...........,.B.B.B...B./..B.B.BBB.B/.D....D..../B.D......../....D....../.....C...../...........
19,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,.B.B.B...B./..B.B.BBB.B/.D....D..../B.D......../....D....../.....C...../...........,...B.B...B./.BB.B.BBB.B/.D....D..../B.D......../....D....../.....C...../...........
20,Player.HUNTERS,PieceType.DOG,1,2,1,4,,,,...B.B...B./.BB.B.BBB.B/.D....D..../B.D......../....D....../.....C...../...........,...B.B...B./.BB.B.BBB.B/......D..../B.D......../.D..D....../.....C...../...........
21,Player.BUFFALO,PieceType.BUFFALO,8,1,8,2,,,,...B.B...B./.BB.B.BBB.B/......D..../B.D......../.D..D....../.....C...../...........,...B.B...B./.BB.B.BB..B/......D.B../B.D......../.D..D....../.....C...../...........
22,Player.HUNTERS,PieceType.DOG,4,4,3,4,,,,...B.B...B./.BB.B.BB..B/......D.B../B.D......../.D..D....../.....C...../...........,...B.B...B./.BB.B.BB..B/......D.B../B.D......../.D.D......./.....C...../...........
23,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,...B.B...B./.BB.B.BB..B/......D.B../B.D......../.D.D......./.....C...../...........,...B.B...B./..B.B.BB..B/.B....D.B../B.D......../.D.D......./.....C...../...........
24,Player.HUNTERS,PieceType.DOG,2,3,7,3,,,,...B.B...B./..B.B.BB..B/.B....D.B../B.D......../.D.D......./.....C...../...........,...B.B...B./..B.B.BB..B/.B....D.B../B......D.../.D.D......./.....C...../...........
25,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,...B.B...B./..B.B.BB..B/.B....D.B../B......D.../.D.D......./.....C...../...........,.....B...B./..BBB.BB..B/.B....D.B../B......D.../.D.D......./.....C...../...........
26,Player.HUNTERS,PieceType.DOG,1,4,2,3,,,,.....B...B./..BBB.BB..B/.B....D.B../B......D.../.D.D......./.....C...../...........,.....B...B./..BBB.BB..B/.B....D.B../B.D....D.../...D......./.....C...../...........
27,Player.BUFFALO,PieceType.BUFFALO,9,0,9,1,,,,.....B...B./..BBB.BB..B/.B....D.B../B.D....D.../...D......./.....C...../...........,.....B...../..BBB.BB.BB/.B....D.B../B.D....D.../...D......./.....C...../...........
28,Player.HUNTERS,PieceType.DOG,7,3,7,2,,,,.....B...../..BBB.BB.BB/.B....D.B../B.D....D.../...D......./.....C...../...........,.....B...../..BBB.BB.BB/.B....DDB../B.D......../...D......./.....C...../...........
29,Player.BUFFALO,PieceType.BUFFALO,0,3,0,4,,,,.....B...../..BBB.BB.BB/.B....DDB../B.D......../...D......./.....C...../...........,.....B...../..BBB.BB.BB/.B....DDB../..D......../B..D......./.....C...../...........
30,Player.HUNTERS,PieceType.DOG,6,2,4,2,,,,.....B...../..BBB.BB.BB/.B....DDB../..D......../B..D......./.....C...../...........,.....B...../..BBB.BB.BB/.B..D..DB../..D......../B..D......./.....C...../...........
31,Player.BUFFALO,PieceType.BUFFALO,8,2,8,3,,,,.....B...../..BBB.BB.BB/.B..D..DB../..D......../B..D......./.....C...../...........,.....B...../..BBB.BB.BB/.B..D..D.../..D.....B../B..D......./.....C...../...........
32,Player.HUNTERS,PieceType.DOG,7,2,4,5,,,,.....B...../..BBB.BB.BB/.B..D..D.../..D.....B../B..D......./.....C...../...........,.....B...../..BBB.BB.BB/.B..D....../..D.....B../B..D......./....DC...../...........
