move_number,player,piece_type,from_x,from_y,to_x,to_y,captured_piece,winner_after_move,game_over_reason,board_before,board_after
1,Player.BUFFALO,PieceType.BUFFALO,1,0,1,1,,,,BBBBBBBBBBB/.........../.........../.........../.........../...DDCDD.../...........,B.BBBBBBBBB/.B........./.........../.........../.........../...DDCDD.../...........
2,Player.HUNTERS,PieceType.DOG,3,5,3,1,,,,B.BBBBBBBBB/.B........./.........../.........../.........../...DDCDD.../...........,B.BBBBBBBBB/.B.D......./.........../.........../.........../....DCDD.../...........
3,Player.BUFFALO,PieceType.BUFFALO,6,0,6,1,,,,B.BBBBBBBBB/.B.D......./.........../.........../.........../....DCDD.../...........,B.BBBB.BBBB/.B.D..B..../.........../.........../.........../....DCDD.../...........
4,Player.HUNTERS,PieceType.DOG,6,5,8,3,,,,B.BBBB.BBBB/.B.D..B..../.........../.........../.........../....DCDD.../...........,B.BBBB.BBBB/.B.D..B..../.........../........D../.........../....DC.D.../...........
5,Player.BUFFALO,PieceType.BUFFALO,6,1,6,2,,,,B.BBBB.BBBB/.B.D..B..../.........../........D../.........../....DC.D.../...........,B.BBBB.BBBB/.B.D......./......B..../........D../.........../....DC.D.../...........
6,Player.HUNTERS,PieceType.DOG,4,5,0,5,,,,B.BBBB.BBBB/.B.D......./......B..../........D../.........../....DC.D.../...........,B.BBBB.BBBB/.B.D......./......B..../........D../.........../D....C.D.../...........
7,Player.BUFFALO,PieceType.BUFFALO,0,0,0,1,,,,B.BBBB.BBBB/.B.D......./......B..../........D../.........../D....C.D.../...........,..BBBB.BBBB/BB.D......./......B..../........D../.........../D....C.D.../...........
8,Player.HUNTERS,PieceType.DOG,3,1,3,3,,,,..BBBB.BBBB/BB.D......./......B..../........D../.........../D....C.D.../...........,..BBBB.BBBB/BB........./......B..../...D....D../.........../D....C.D.../...........
9,Player.BUFFALO,PieceType.BUFFALO,10,0,10,1,,,,..BBBB.BBBB/BB........./......B..../...D....D../.........../D....C.D.../...........,..BBBB.BBB./BB........B/......B..../...D....D../.........../D....C.D.../...........
10,Player.HUNTERS,PieceType.DOG,7,5,9,3,,,,..BBBB.BBB./BB........B/......B..../...D....D../.........../D....C.D.../...........,..BBBB.BBB./BB........B/......B..../...D....DD./.........../D....C...../...........
11,Player.BUFFALO,PieceType.BUFFALO,1,1,1,2,,,,..BBBB.BBB./BB........B/......B..../...D....DD./.........../D....C...../...........,..BBBB.BBB./B.........B/.B....B..../...D....DD./.........../D....C...../...........
12,Player.HUNTERS,PieceType.DOG,0,5,0,4,,,,..BBBB.BBB./B.........B/.B....B..../...D....DD./.........../D....C...../...........,..BBBB.BBB./B.........B/.B....B..../...D....DD./D........../.....C...../...........
13,Player.BUFFALO,PieceType.BUFFALO,10,1,10,2,,,,..BBBB.BBB./B.........B/.B....B..../...D....DD./D........../.....C...../...........,..BBBB.BBB./B........../.B....B...B/...D....DD./D........../.....C...../...........
14,Player.HUNTERS,PieceType.DOG,0,4,1,3,,,,..BBBB.BBB./B........../.B....B...B/...D....DD./D........../.....C...../...........,..BBBB.BBB./B........../.B....B...B/.D.D....DD./.........../.....C...../...........
15,Player.BUFFALO,PieceType.BUFFALO,5,0,5,1,,,,..BBBB.BBB./B........../.B....B...B/.D.D....DD./.........../.....C...../...........,..BBB..BBB./B....B...../.B....B...B/.D.D....DD./.........../.....C...../...........
16,Player.HUNTERS,PieceType.CHIEF,5,5,6,5,,,,..BBB..BBB./B....B...../.B....B...B/.D.D....DD./.........../.....C...../...........,..BBB..BBB./B....B...../.B....B...B/.D.D....DD./.........../......C..../...........
17,Player.BUFFALO,PieceType.BUFFALO,6,2,6,3,,,,..BBB..BBB./B....B...../.B....B...B/.D.D....DD./.........../......C..../...........,..BBB..BBB./B....B...../.B........B/.D.D..B.DD./.........../......C..../...........
18,Player.HUNTERS,PieceType.DOG,9,3,9,1,,,,..BBB..BBB./B....B...../.B........B/.D.D..B.DD./.........../......C..../...........,..BBB..BBB./B....B...D./.B........B/.D.D..B.D../.........../......C..../...........
19,Player.BUFFALO,PieceType.BUFFALO,4,0,4,1,,,,..BBB..BBB./B....B...D./.B........B/.D.D..B.D../.........../......C..../...........,..BB...BBB./B...BB...D./.B........B/.D.D..B.D../.........../......C..../...........
20,Player.HUNTERS,PieceType.DOG,3,3,4,3,,,,..BB...BBB./B...BB...D./.B........B/.D.D..B.D../.........../......C..../...........,..BB...BBB./B...BB...D./.B........B/.D..D.B.D../.........../......C..../...........
21,Player.BUFFALO,PieceType.BUFFALO,3,0,3,1,,,,..BB...BBB./B...BB...D./.B........B/.D..D.B.D../.........../......C..../...........,..B....BBB./B..BBB...D./.B........B/.D..D.B.D../.........../......C..../...........
22,Player.HUNTERS,PieceType.DOG,4,3,2,1,,,,..B....BBB./B..BBB...D./.B........B/.D..D.B.D../.........../......C..../...........,..B....BBB./B.DBBB...D./.B........B/.D....B.D../.........../......C..../...........
23,Player.BUFFALO,PieceType.BUFFALO,4,1,4,2,,,,..B....BBB./B.DBBB...D./.B........B/.D....B.D../.........../......C..../...........,..B....BBB./B.DB.B...D./.B..B.....B/.D....B.D../.........../......C..../...........
24,Player.HUNTERS,PieceType.CHIEF,6,5,5,5,,,,..B....BBB./B.DB.B...D./.B..B.....B/.D....B.D../.........../......C..../...........,..B....BBB./B.DB.B...D./.B..B.....B/.D....B.D../.........../.....C...../...........
25,Player.BUFFALO,PieceType.BUFFALO,4,2,4,3,,,,..B....BBB./B.DB.B...D./.B..B.....B/.D....B.D../.........../.....C...../...........,..B....BBB./B.DB.B...D./.B........B/.D..B.B.D../.........../.....C...../...........
26,Player.HUNTERS,PieceType.DOG,2,1,2,3,,,,..B....BBB./B.DB.B...D./.B........B/.D..B.B.D../.........../.....C...../...........,..B....BBB./B..B.B...D./.B........B/.DD.B.B.D../.........../.....C...../...........
27,Player.BUFFALO,PieceType.BUFFALO,6,3,6,4,,,,..B....BBB./B..B.B...D./.B........B/.DD.B.B.D../.........../.....C...../...........,..B....BBB./B..B.B...D./.B........B/.DD.B...D../......B..../.....C...../...........
